transaction_id  ,user_id  ,device_id  ,amount_score  ,txn_count_last_24h  ,txn_amount_last_24h  ,avg_amount_30d  ,device_change_flag  ,location_change_flag  ,international_risk_flag
TXN05641,USR05641,DEV05641,80,17,148111,4534,0,1,0
TXN05642,USR05642,DEV05642,86,0,137,10446,0,0,1
TXN05643,USR05643,DEV05643,1,0,10605,13662,1,0,1
TXN05644,USR05644,DEV05644,3,1,1311,14713,0,0,1
TXN05645,USR05645,DEV05645,10,17,178074,18237,0,1,1
TXN05646,USR05646,DEV05646,0,12,73551,9325,1,0,1
TXN05647,USR05647,DEV05647,1,34,482,91484,0,1,1
TXN05648,USR05648,DEV05648,25,12,58944,49947,0,1,0
TXN05649,USR05649,DEV05649,6,13,1261,6995,0,0,1
TXN05650,USR05650,DEV05650,1,2,5,22351,1,1,0
TXN05651,USR05651,DEV05651,3,14,134532,27251,1,1,1
TXN05652,USR05652,DEV05652,27,13,141042,8140,1,1,1
TXN05653,USR05653,DEV05653,78,11,194222,29462,0,1,0
TXN05654,USR05654,DEV05654,82,2,86845,11666,1,0,0
TXN05655,USR05655,DEV05655,43,1,86569,7190,1,1,1
TXN05656,USR05656,DEV05656,0,33,33825,33617,0,1,0
TXN05657,USR05657,DEV05657,0,47,52029,10852,1,0,1
TXN05658,USR05658,DEV05658,0,49,41232,50288,0,0,1
TXN05659,USR05659,DEV05659,5,7,42410,39439,0,1,0
TXN05660,USR05660,DEV05660,92,21,45460,146,0,1,1
TXN05661,USR05661,DEV05661,7,34,54433,3619,1,1,0
TXN05662,USR05662,DEV05662,80,8,70869,68695,1,1,1
TXN05663,USR05663,DEV05663,9,32,164286,78529,1,1,1
TXN05664,USR05664,DEV05664,29,49,139565,19196,1,1,1
TXN05665,USR05665,DEV05665,0,43,5845,7513,1,1,1
TXN05666,USR05666,DEV05666,0,36,6425,19305,1,1,0
TXN05667,USR05667,DEV05667,11,42,168548,29216,0,0,0
TXN05668,USR05668,DEV05668,18,8,126202,24764,0,0,0
TXN05669,USR05669,DEV05669,95,4,42107,70612,0,1,1
TXN05670,USR05670,DEV05670,40,29,6388,241,1,0,1
TXN05671,USR05671,DEV05671,59,2,2695,63883,0,1,1
TXN05672,USR05672,DEV05672,99,0,79642,1488,0,0,1
TXN05673,USR05673,DEV05673,0,27,46736,35852,0,0,1
TXN05674,USR05674,DEV05674,66,12,140793,29482,1,1,1
TXN05675,USR05675,DEV05675,0,4,154166,11817,0,0,0
TXN05676,USR05676,DEV05676,36,33,4,13239,1,0,0
TXN05677,USR05677,DEV05677,52,30,79655,1114,1,1,1
TXN05678,USR05678,DEV05678,39,30,39127,74,1,1,0
TXN05679,USR05679,DEV05679,94,11,126504,17954,0,1,0
TXN05680,USR05680,DEV05680,50,20,14772,11741,0,0,0
TXN05681,USR05681,DEV05681,64,14,75306,97394,1,1,1
TXN05682,USR05682,DEV05682,32,1,20105,128,1,1,1
TXN05683,USR05683,DEV05683,0,41,10479,8051,1,0,1
TXN05684,USR05684,DEV05684,1,3,53944,20227,0,0,0
TXN05685,USR05685,DEV05685,31,5,67569,50569,0,0,0
TXN05686,USR05686,DEV05686,4,12,5306,349,0,0,0
TXN05687,USR05687,DEV05687,7,2,32019,78696,0,0,0
TXN05688,USR05688,DEV05688,7,16,22738,84697,1,1,0
TXN05689,USR05689,DEV05689,29,0,23980,56090,0,1,0
TXN05690,USR05690,DEV05690,5,5,168237,69048,1,1,0
TXN05691,USR05691,DEV05691,73,1,30925,9886,0,0,0
TXN05692,USR05692,DEV05692,46,22,8891,27234,1,1,0
TXN05693,USR05693,DEV05693,54,45,23775,3091,1,1,0
TXN05694,USR05694,DEV05694,0,2,45539,20062,0,1,1
TXN05695,USR05695,DEV05695,12,24,92977,29739,1,0,0
TXN05696,USR05696,DEV05696,27,26,159142,51490,0,0,0
TXN05697,USR05697,DEV05697,10,3,4085,63102,0,1,1
TXN05698,USR05698,DEV05698,29,9,2498,28216,1,0,0
TXN05699,USR05699,DEV05699,9,9,39817,33472,0,0,0
TXN05700,USR05700,DEV05700,0,0,7810,42643,0,1,1
TXN05701,USR05701,DEV05701,77,41,126961,96785,0,0,0
TXN05702,USR05702,DEV05702,28,17,93355,9475,1,0,0
TXN05703,USR05703,DEV05703,1,17,109114,66892,0,0,0
TXN05704,USR05704,DEV05704,1,1,41665,19402,1,0,0
TXN05705,USR05705,DEV05705,7,11,26973,91702,1,0,0
TXN05706,USR05706,DEV05706,22,4,107851,13648,1,1,0
TXN05707,USR05707,DEV05707,61,47,848,9112,1,0,0
TXN05708,USR05708,DEV05708,0,5,7026,204,0,1,1
TXN05709,USR05709,DEV05709,0,4,20814,94522,0,0,1
TXN05710,USR05710,DEV05710,3,5,57331,72552,0,1,1
TXN05711,USR05711,DEV05711,26,18,121117,7107,0,0,1
TXN05712,USR05712,DEV05712,27,18,141913,10431,0,0,0
TXN05713,USR05713,DEV05713,0,2,144782,90622,0,1,0
TXN05714,USR05714,DEV05714,0,12,15525,50712,1,0,1
TXN05715,USR05715,DEV05715,54,1,44999,66452,1,1,1
TXN05716,USR05716,DEV05716,0,48,2064,2640,1,1,1
TXN05717,USR05717,DEV05717,38,8,140253,26431,1,0,0
TXN05718,USR05718,DEV05718,22,35,12476,65469,1,1,1
TXN05719,USR05719,DEV05719,52,37,59955,94889,0,1,0
TXN05720,USR05720,DEV05720,1,32,103425,4645,0,1,1
TXN05721,USR05721,DEV05721,76,45,160526,561,1,1,0
TXN05722,USR05722,DEV05722,39,0,4976,24474,1,1,0
TXN05723,USR05723,DEV05723,1,3,51867,58259,1,1,0
TXN05724,USR05724,DEV05724,1,0,26380,5593,1,1,1
TXN05725,USR05725,DEV05725,0,37,38201,53562,1,1,1
TXN05726,USR05726,DEV05726,3,28,69737,48506,1,0,1
TXN05727,USR05727,DEV05727,10,17,597,93230,1,1,1
TXN05728,USR05728,DEV05728,82,31,88945,5168,1,0,1
TXN05729,USR05729,DEV05729,87,46,357,63790,0,0,0
TXN05730,USR05730,DEV05730,0,9,143229,12628,1,0,0
TXN05731,USR05731,DEV05731,87,0,57866,36164,0,0,1
TXN05732,USR05732,DEV05732,78,49,7286,79756,0,1,1
TXN05733,USR05733,DEV05733,7,32,69099,8281,0,1,0
TXN05734,USR05734,DEV05734,64,10,178201,15862,1,0,1
TXN05735,USR05735,DEV05735,8,3,156,67628,1,1,1
TXN05736,USR05736,DEV05736,10,24,112236,32509,1,1,0
TXN05737,USR05737,DEV05737,0,1,92993,11528,1,1,1
TXN05738,USR05738,DEV05738,1,1,133599,78166,1,0,1
TXN05739,USR05739,DEV05739,30,21,4744,21670,0,1,0
TXN05740,USR05740,DEV05740,51,39,34391,29084,1,1,0
TXN05741,USR05741,DEV05741,6,12,6966,69130,1,0,0
TXN05742,USR05742,DEV05742,4,13,5501,89694,1,1,0
TXN05743,USR05743,DEV05743,90,37,14148,47827,1,1,0
TXN05744,USR05744,DEV05744,32,45,2799,41555,1,1,0
TXN05745,USR05745,DEV05745,3,9,118306,5576,0,1,1
TXN05746,USR05746,DEV05746,0,23,53657,88,0,1,0
TXN05747,USR05747,DEV05747,0,21,97012,19953,0,0,1
TXN05748,USR05748,DEV05748,3,30,3803,84720,1,1,0
TXN05749,USR05749,DEV05749,1,4,3281,65917,1,0,0
TXN05750,USR05750,DEV05750,20,16,142164,29609,0,0,0
TXN05751,USR05751,DEV05751,6,2,51868,15297,1,0,1
TXN05752,USR05752,DEV05752,10,7,116617,10978,1,0,1
TXN05753,USR05753,DEV05753,36,6,4584,71193,0,0,1
TXN05754,USR05754,DEV05754,0,1,123046,38516,1,0,0
TXN05755,USR05755,DEV05755,0,0,16426,1773,1,1,1
TXN05756,USR05756,DEV05756,0,20,271,11525,1,0,0
TXN05757,USR05757,DEV05757,0,41,13976,56366,1,0,1
TXN05758,USR05758,DEV05758,2,1,44444,57176,1,0,0
TXN05759,USR05759,DEV05759,4,3,31750,7518,0,0,0
TXN05760,USR05760,DEV05760,36,0,10337,19610,1,1,1
TXN05761,USR05761,DEV05761,4,0,1836,33740,0,1,1
TXN05762,USR05762,DEV05762,6,20,159769,2142,0,1,0
TXN05763,USR05763,DEV05763,36,0,178480,23834,0,1,1
TXN05764,USR05764,DEV05764,67,0,29061,11300,0,1,0
TXN05765,USR05765,DEV05765,69,24,46973,956,0,1,0
TXN05766,USR05766,DEV05766,0,0,193328,747,1,0,0
TXN05767,USR05767,DEV05767,21,2,177691,24928,1,1,0
TXN05768,USR05768,DEV05768,0,28,10134,30477,0,0,1
TXN05769,USR05769,DEV05769,56,23,101159,16186,1,0,0
TXN05770,USR05770,DEV05770,0,15,50808,85,0,0,0
TXN05771,USR05771,DEV05771,0,35,126283,13418,0,0,1
TXN05772,USR05772,DEV05772,37,24,81342,6627,1,0,1
TXN05773,USR05773,DEV05773,2,15,64,77996,1,0,1
TXN05774,USR05774,DEV05774,84,17,19177,1200,0,0,0
TXN05775,USR05775,DEV05775,2,23,9363,36914,0,1,0
TXN05776,USR05776,DEV05776,21,29,21571,31417,0,1,0
TXN05777,USR05777,DEV05777,0,15,85984,51029,1,1,1
TXN05778,USR05778,DEV05778,52,6,124181,3645,0,1,1
TXN05779,USR05779,DEV05779,77,0,425,80708,1,1,1
TXN05780,USR05780,DEV05780,12,5,2346,96708,1,1,1
TXN05781,USR05781,DEV05781,44,0,51017,64664,0,0,0
TXN05782,USR05782,DEV05782,84,0,162304,49942,0,0,0
TXN05783,USR05783,DEV05783,2,5,190675,89298,1,0,0
TXN05784,USR05784,DEV05784,13,4,48605,65934,0,0,1
TXN05785,USR05785,DEV05785,2,1,48111,77001,1,1,0
TXN05786,USR05786,DEV05786,37,14,144834,349,1,0,0
TXN05787,USR05787,DEV05787,0,36,100024,47334,1,0,0
TXN05788,USR05788,DEV05788,18,0,186926,56481,0,0,0
TXN05789,USR05789,DEV05789,3,4,6478,82079,1,1,0
TXN05790,USR05790,DEV05790,77,48,37067,13603,0,0,1
TXN05791,USR05791,DEV05791,0,13,2061,54784,0,1,0
TXN05792,USR05792,DEV05792,0,5,5122,69477,1,1,0
TXN05793,USR05793,DEV05793,38,29,183504,93580,0,1,0
TXN05794,USR05794,DEV05794,71,3,163101,3156,1,0,0
TXN05795,USR05795,DEV05795,6,1,17413,62438,1,0,0
TXN05796,USR05796,DEV05796,0,45,98548,53116,1,1,0
TXN05797,USR05797,DEV05797,23,2,181676,749,1,1,0
TXN05798,USR05798,DEV05798,22,1,150851,24147,0,1,1
TXN05799,USR05799,DEV05799,60,1,51796,86637,0,1,1
TXN05800,USR05800,DEV05800,17,15,37518,119,1,0,0
TXN05801,USR05801,DEV05801,16,40,170918,6159,0,0,1
TXN05802,USR05802,DEV05802,0,48,121458,16847,0,0,1
TXN05803,USR05803,DEV05803,92,2,100229,2423,1,0,1
TXN05804,USR05804,DEV05804,13,32,90884,36487,1,0,1
TXN05805,USR05805,DEV05805,2,30,2081,58049,0,1,0
TXN05806,USR05806,DEV05806,1,44,24417,39361,0,1,0
TXN05807,USR05807,DEV05807,0,32,98331,47987,0,0,0
TXN05808,USR05808,DEV05808,7,0,97809,28049,0,0,0
TXN05809,USR05809,DEV05809,34,20,413,7299,0,1,0
TXN05810,USR05810,DEV05810,5,6,62058,51956,1,1,0
TXN05811,USR05811,DEV05811,1,6,77441,800,1,0,1
TXN05812,USR05812,DEV05812,0,0,143941,49615,0,1,0
TXN05813,USR05813,DEV05813,68,18,132292,6821,1,1,0
TXN05814,USR05814,DEV05814,32,13,75049,31767,0,0,0
TXN05815,USR05815,DEV05815,7,32,174889,28601,0,1,1
TXN05816,USR05816,DEV05816,54,9,161643,61576,0,0,0
TXN05817,USR05817,DEV05817,2,19,62539,8033,1,0,0
TXN05818,USR05818,DEV05818,98,3,144627,75659,1,1,0
TXN05819,USR05819,DEV05819,0,8,42344,13611,0,1,1
TXN05820,USR05820,DEV05820,13,7,168094,24739,0,1,1
TXN05821,USR05821,DEV05821,65,29,172406,73774,0,0,0
TXN05822,USR05822,DEV05822,54,13,159071,15327,0,0,1
TXN05823,USR05823,DEV05823,56,16,49718,41745,1,0,1
TXN05824,USR05824,DEV05824,16,20,1467,61006,1,1,1
TXN05825,USR05825,DEV05825,10,14,23035,5023,1,0,1
TXN05826,USR05826,DEV05826,72,35,63993,23432,0,1,0
TXN05827,USR05827,DEV05827,0,1,14595,5725,1,0,0
TXN05828,USR05828,DEV05828,25,8,78160,75085,0,0,1
TXN05829,USR05829,DEV05829,71,2,23545,27844,0,1,1
TXN05830,USR05830,DEV05830,49,0,3351,8183,0,1,1
TXN05831,USR05831,DEV05831,0,33,35325,93879,1,1,1
TXN05832,USR05832,DEV05832,0,0,8394,3579,1,1,0
TXN05833,USR05833,DEV05833,0,32,142983,88144,1,1,1
TXN05834,USR05834,DEV05834,49,19,109422,2364,1,1,0
TXN05835,USR05835,DEV05835,59,8,11826,50975,0,0,1
TXN05836,USR05836,DEV05836,5,0,1156,67136,0,0,1
TXN05837,USR05837,DEV05837,7,8,1292,616,0,0,0
TXN05838,USR05838,DEV05838,2,7,46667,24399,0,1,0
TXN05839,USR05839,DEV05839,10,5,73129,4853,1,1,0
TXN05840,USR05840,DEV05840,0,34,51067,36655,1,1,0
TXN05841,USR05841,DEV05841,0,24,45672,21989,0,1,0
TXN05842,USR05842,DEV05842,13,2,157620,79490,1,0,1
TXN05843,USR05843,DEV05843,56,2,1771,132,1,0,1
TXN05844,USR05844,DEV05844,20,15,2090,1062,0,0,0
TXN05845,USR05845,DEV05845,23,18,83287,19647,1,1,0
TXN05846,USR05846,DEV05846,44,28,110187,18692,1,1,0
TXN05847,USR05847,DEV05847,0,29,30198,17440,1,1,1
TXN05848,USR05848,DEV05848,1,39,60340,30034,1,1,1
TXN05849,USR05849,DEV05849,16,5,3634,1407,1,0,1
TXN05850,USR05850,DEV05850,18,0,836,9627,1,1,0
TXN05851,USR05851,DEV05851,5,24,948,59903,0,1,0
TXN05852,USR05852,DEV05852,80,19,5142,41071,0,0,1
TXN05853,USR05853,DEV05853,47,22,3854,24873,0,0,1
TXN05854,USR05854,DEV05854,7,31,87112,19030,1,0,1
TXN05855,USR05855,DEV05855,83,6,197506,37415,1,0,0
TXN05856,USR05856,DEV05856,72,5,103470,97132,1,1,1
TXN05857,USR05857,DEV05857,1,37,24431,17991,1,0,1
TXN05858,USR05858,DEV05858,1,1,66372,45202,0,0,0
TXN05859,USR05859,DEV05859,56,36,30625,55966,1,1,0
TXN05860,USR05860,DEV05860,7,46,15549,46885,1,0,0
TXN05861,USR05861,DEV05861,4,6,11476,21814,0,1,0
TXN05862,USR05862,DEV05862,81,3,48476,57873,1,1,0
TXN05863,USR05863,DEV05863,4,4,170912,130,0,1,0
TXN05864,USR05864,DEV05864,0,25,2541,15239,0,0,1
TXN05865,USR05865,DEV05865,39,16,91384,72751,0,0,0
TXN05866,USR05866,DEV05866,1,22,26,18527,1,1,1
TXN05867,USR05867,DEV05867,64,9,181397,50873,1,0,1
TXN05868,USR05868,DEV05868,27,46,62941,37714,0,0,1
TXN05869,USR05869,DEV05869,7,34,107946,3351,0,0,1
TXN05870,USR05870,DEV05870,1,36,133571,47512,0,0,1
TXN05871,USR05871,DEV05871,0,3,161547,13128,1,0,1
TXN05872,USR05872,DEV05872,82,2,604,20527,0,1,1
TXN05873,USR05873,DEV05873,5,42,7488,15998,1,1,0
TXN05874,USR05874,DEV05874,36,0,15462,22397,0,1,0
TXN05875,USR05875,DEV05875,0,48,120098,90364,0,0,1
TXN05876,USR05876,DEV05876,1,43,114580,0,0,0,0
TXN05877,USR05877,DEV05877,9,1,85456,20561,1,1,1
TXN05878,USR05878,DEV05878,62,0,14555,28798,1,1,0
TXN05879,USR05879,DEV05879,1,44,21442,89093,1,1,1
TXN05880,USR05880,DEV05880,0,12,14987,91743,0,1,0
TXN05881,USR05881,DEV05881,57,8,104740,1427,0,0,0
TXN05882,USR05882,DEV05882,21,23,74354,44204,1,1,1
TXN05883,USR05883,DEV05883,30,3,99732,37358,0,0,0
TXN05884,USR05884,DEV05884,3,0,69632,88261,1,1,0
TXN05885,USR05885,DEV05885,16,29,9180,27100,0,1,0
TXN05886,USR05886,DEV05886,14,1,157094,45564,0,0,1
TXN05887,USR05887,DEV05887,3,32,30511,99226,1,0,0
TXN05888,USR05888,DEV05888,3,11,148450,27562,0,0,1
TXN05889,USR05889,DEV05889,1,3,11024,115,1,1,1
TXN05890,USR05890,DEV05890,3,1,13016,26548,1,0,1
TXN05891,USR05891,DEV05891,51,0,1037,66614,1,1,1
TXN05892,USR05892,DEV05892,1,28,26808,98116,1,1,1
TXN05893,USR05893,DEV05893,15,0,150953,1644,0,0,1
TXN05894,USR05894,DEV05894,3,8,148419,74495,0,1,0
TXN05895,USR05895,DEV05895,44,0,178941,3525,0,1,0
TXN05896,USR05896,DEV05896,20,42,30855,76777,1,0,0
TXN05897,USR05897,DEV05897,4,46,610,35930,1,1,1
TXN05898,USR05898,DEV05898,79,1,4865,17054,0,0,0
TXN05899,USR05899,DEV05899,39,7,23738,11553,0,0,0
TXN05900,USR05900,DEV05900,43,34,36923,3931,1,1,0
TXN05901,USR05901,DEV05901,0,1,33997,63427,1,0,0
TXN05902,USR05902,DEV05902,29,21,129759,3043,1,1,1
TXN05903,USR05903,DEV05903,1,4,23092,3724,1,0,1
TXN05904,USR05904,DEV05904,69,1,11168,21975,1,0,0
TXN05905,USR05905,DEV05905,65,38,143741,93609,1,0,1
TXN05906,USR05906,DEV05906,14,30,2130,47703,0,1,1
TXN05907,USR05907,DEV05907,27,31,6139,64084,1,0,0
TXN05908,USR05908,DEV05908,41,1,71152,8422,0,1,1
TXN05909,USR05909,DEV05909,1,3,24,4534,0,1,1
TXN05910,USR05910,DEV05910,94,13,54624,7048,0,0,1
TXN05911,USR05911,DEV05911,1,5,25668,3994,0,1,1
TXN05912,USR05912,DEV05912,1,1,3286,21297,1,1,1
TXN05913,USR05913,DEV05913,0,33,52857,84,0,0,1
TXN05914,USR05914,DEV05914,2,23,104113,49482,0,1,1
TXN05915,USR05915,DEV05915,84,22,171827,17886,1,1,0
TXN05916,USR05916,DEV05916,0,2,27732,9536,0,1,0
TXN05917,USR05917,DEV05917,36,10,14677,28670,0,0,1
TXN05918,USR05918,DEV05918,28,4,155834,93118,1,0,1
TXN05919,USR05919,DEV05919,8,7,29241,54885,1,1,0
TXN05920,USR05920,DEV05920,0,0,26825,1607,0,1,1
TXN05921,USR05921,DEV05921,24,47,133958,3677,0,0,1
TXN05922,USR05922,DEV05922,74,0,4238,57764,0,1,0
TXN05923,USR05923,DEV05923,5,0,7535,1447,0,0,1
TXN05924,USR05924,DEV05924,0,3,43,31405,1,0,0
TXN05925,USR05925,DEV05925,2,8,70201,80044,1,0,1
TXN05926,USR05926,DEV05926,16,48,40168,97034,1,0,0
TXN05927,USR05927,DEV05927,7,15,68031,347,0,0,1
TXN05928,USR05928,DEV05928,18,18,101823,40944,1,0,0
TXN05929,USR05929,DEV05929,2,1,7099,4932,0,1,1
TXN05930,USR05930,DEV05930,29,3,94925,39620,0,0,0
TXN05931,USR05931,DEV05931,0,7,14943,40324,1,1,0
TXN05932,USR05932,DEV05932,43,0,16392,70946,1,0,0
TXN05933,USR05933,DEV05933,86,22,119337,40547,1,0,0
TXN05934,USR05934,DEV05934,1,22,82963,70671,1,0,1
TXN05935,USR05935,DEV05935,3,32,113217,6031,1,0,0
TXN05936,USR05936,DEV05936,0,16,31647,37225,0,1,0
TXN05937,USR05937,DEV05937,25,26,67824,3769,0,0,0
TXN05938,USR05938,DEV05938,96,13,110,8,1,1,1
TXN05939,USR05939,DEV05939,6,7,141246,18283,1,0,0
TXN05940,USR05940,DEV05940,98,30,196773,8312,0,0,1
TXN05941,USR05941,DEV05941,41,1,48653,46370,1,0,0
TXN05942,USR05942,DEV05942,6,8,53543,80331,1,1,1
TXN05943,USR05943,DEV05943,1,46,20327,1388,1,1,1
TXN05944,USR05944,DEV05944,38,0,11941,49877,1,0,1
TXN05945,USR05945,DEV05945,40,48,84769,32445,1,0,1
TXN05946,USR05946,DEV05946,86,11,83288,99141,1,1,1
TXN05947,USR05947,DEV05947,3,4,20659,58853,0,1,1
TXN05948,USR05948,DEV05948,63,22,22711,40500,0,1,0
TXN05949,USR05949,DEV05949,31,3,143350,48471,1,0,1
TXN05950,USR05950,DEV05950,75,27,54246,42703,1,1,0
TXN05951,USR05951,DEV05951,50,1,191141,47056,0,1,1
TXN05952,USR05952,DEV05952,42,20,63645,4480,1,1,1
TXN05953,USR05953,DEV05953,13,15,14510,1557,1,1,1
TXN05954,USR05954,DEV05954,8,5,61646,21192,0,1,0
TXN05955,USR05955,DEV05955,66,25,96469,63696,0,1,0
TXN05956,USR05956,DEV05956,0,14,75888,34667,0,0,0
TXN05957,USR05957,DEV05957,35,11,148980,45036,0,1,0
TXN05958,USR05958,DEV05958,35,5,24700,35030,0,1,1
TXN05959,USR05959,DEV05959,51,37,43451,66220,0,0,1
TXN05960,USR05960,DEV05960,0,35,115673,26314,1,0,1
TXN05961,USR05961,DEV05961,5,23,85875,71936,0,1,1
TXN05962,USR05962,DEV05962,0,11,19746,17177,1,1,1
TXN05963,USR05963,DEV05963,19,25,273,32235,1,1,1
TXN05964,USR05964,DEV05964,43,25,99324,66365,1,1,0
TXN05965,USR05965,DEV05965,86,26,27101,20853,0,1,0
TXN05966,USR05966,DEV05966,37,50,64380,3876,1,1,1
TXN05967,USR05967,DEV05967,18,15,27284,3153,0,0,0
TXN05968,USR05968,DEV05968,24,0,21075,52954,1,1,0
TXN05969,USR05969,DEV05969,69,8,30679,45586,0,0,1
TXN05970,USR05970,DEV05970,96,37,11343,57050,0,0,0
TXN05971,USR05971,DEV05971,29,44,5493,46687,1,0,1
TXN05972,USR05972,DEV05972,58,18,509,87592,0,0,1
TXN05973,USR05973,DEV05973,55,48,96201,11745,0,1,0
TXN05974,USR05974,DEV05974,33,2,118558,26893,0,0,0
TXN05975,USR05975,DEV05975,2,10,1586,98182,1,0,0
TXN05976,USR05976,DEV05976,1,8,27910,22473,0,1,1
TXN05977,USR05977,DEV05977,94,3,74590,20021,1,1,1
TXN05978,USR05978,DEV05978,3,37,73342,6606,1,0,1
TXN05979,USR05979,DEV05979,3,45,153544,23395,1,1,1
TXN05980,USR05980,DEV05980,7,3,102941,41419,0,1,1
TXN05981,USR05981,DEV05981,5,33,18572,6426,0,1,0
TXN05982,USR05982,DEV05982,24,26,17026,90577,1,1,0
TXN05983,USR05983,DEV05983,0,26,53010,39017,1,1,0
TXN05984,USR05984,DEV05984,16,44,168097,6123,1,0,1
TXN05985,USR05985,DEV05985,0,7,112576,88295,1,0,0
TXN05986,USR05986,DEV05986,0,7,28523,1927,0,0,0
TXN05987,USR05987,DEV05987,39,15,6205,56364,0,1,1
TXN05988,USR05988,DEV05988,24,0,43642,37063,1,1,0
TXN05989,USR05989,DEV05989,47,48,513,77162,1,0,1
TXN05990,USR05990,DEV05990,50,45,135915,109,0,1,0
TXN05991,USR05991,DEV05991,54,24,15807,6864,0,1,1
TXN05992,USR05992,DEV05992,32,0,5178,5465,0,1,1
TXN05993,USR05993,DEV05993,1,44,161340,31767,0,1,0
TXN05994,USR05994,DEV05994,0,0,15961,87709,0,0,1
TXN05995,USR05995,DEV05995,24,47,86671,23866,0,1,0
TXN05996,USR05996,DEV05996,46,12,85872,377,0,1,0
TXN05997,USR05997,DEV05997,5,31,109426,11568,0,1,0
TXN05998,USR05998,DEV05998,10,16,330,44933,1,0,1
TXN05999,USR05999,DEV05999,9,28,154809,85122,1,1,1
TXN06000,USR06000,DEV06000,38,37,169785,29177,0,1,1
TXN06001,USR06001,DEV06001,4,3,53460,98420,1,1,1
TXN06002,USR06002,DEV06002,0,47,139369,71901,1,0,0
TXN06003,USR06003,DEV06003,30,25,64291,82137,1,0,0
TXN06004,USR06004,DEV06004,5,3,93202,19875,1,0,1
TXN06005,USR06005,DEV06005,100,28,10835,16884,0,0,0
TXN06006,USR06006,DEV06006,17,1,4190,1353,1,1,0
TXN06007,USR06007,DEV06007,12,46,156091,53680,0,0,1
TXN06008,USR06008,DEV06008,0,35,38517,26683,1,1,0
TXN06009,USR06009,DEV06009,57,0,94062,17801,1,1,0
TXN06010,USR06010,DEV06010,3,0,92346,112,1,0,0
TXN06011,USR06011,DEV06011,8,10,163094,40859,1,1,1
TXN06012,USR06012,DEV06012,0,23,28717,13289,0,1,0
TXN06013,USR06013,DEV06013,0,5,8813,28031,1,1,1
TXN06014,USR06014,DEV06014,68,6,16567,53864,1,0,1
TXN06015,USR06015,DEV06015,83,20,180628,35242,0,1,0
TXN06016,USR06016,DEV06016,19,19,1223,15777,1,0,0
TXN06017,USR06017,DEV06017,7,0,120695,1497,1,0,1
TXN06018,USR06018,DEV06018,89,0,116176,5725,1,1,1
TXN06019,USR06019,DEV06019,2,3,98646,84582,0,0,0
TXN06020,USR06020,DEV06020,12,18,148754,46443,0,1,0
TXN06021,USR06021,DEV06021,68,37,40557,461,0,1,0
TXN06022,USR06022,DEV06022,0,36,39187,31307,0,0,1
TXN06023,USR06023,DEV06023,87,0,189430,2874,0,1,1
TXN06024,USR06024,DEV06024,4,19,39636,25155,0,0,1
TXN06025,USR06025,DEV06025,57,25,19046,11807,0,0,1
TXN06026,USR06026,DEV06026,56,2,190273,18705,1,1,1
TXN06027,USR06027,DEV06027,7,2,127267,33493,1,0,0
TXN06028,USR06028,DEV06028,16,17,61358,9439,1,1,0
TXN06029,USR06029,DEV06029,59,11,104015,14641,1,0,1
TXN06030,USR06030,DEV06030,31,1,133016,20034,0,0,1
TXN06031,USR06031,DEV06031,65,42,1289,55283,1,0,1
TXN06032,USR06032,DEV06032,0,2,48811,56421,1,0,1
TXN06033,USR06033,DEV06033,0,21,98424,62702,0,0,0
TXN06034,USR06034,DEV06034,1,6,52132,24579,0,1,1
TXN06035,USR06035,DEV06035,33,15,46957,88695,0,1,1
TXN06036,USR06036,DEV06036,7,0,22270,75288,0,0,1
TXN06037,USR06037,DEV06037,10,13,192806,14921,1,0,1
TXN06038,USR06038,DEV06038,0,2,25215,823,1,1,0
TXN06039,USR06039,DEV06039,1,46,1292,5806,0,0,0
TXN06040,USR06040,DEV06040,2,17,144075,24923,0,1,1
TXN06041,USR06041,DEV06041,34,47,147583,19841,1,1,0
TXN06042,USR06042,DEV06042,3,21,24711,9542,1,1,1
TXN06043,USR06043,DEV06043,1,14,2368,22786,0,1,0
TXN06044,USR06044,DEV06044,2,9,686,32034,1,1,0
TXN06045,USR06045,DEV06045,23,27,80125,10152,0,0,1
TXN06046,USR06046,DEV06046,0,0,109236,1941,0,1,0
TXN06047,USR06047,DEV06047,20,36,108606,2092,1,1,1
TXN06048,USR06048,DEV06048,30,28,11323,86808,0,0,1
TXN06049,USR06049,DEV06049,89,8,158675,9488,0,0,1
TXN06050,USR06050,DEV06050,48,9,2853,8349,1,0,0
TXN06051,USR06051,DEV06051,1,3,113904,88152,1,1,1
TXN06052,USR06052,DEV06052,60,2,3941,1230,1,0,0
TXN06053,USR06053,DEV06053,45,49,64735,34518,1,1,1
TXN06054,USR06054,DEV06054,80,28,142377,86688,0,0,0
TXN06055,USR06055,DEV06055,5,5,179601,5885,1,0,1
TXN06056,USR06056,DEV06056,15,50,30753,80380,1,0,0
TXN06057,USR06057,DEV06057,44,20,5115,88979,0,1,0
TXN06058,USR06058,DEV06058,37,2,38835,35710,0,1,0
TXN06059,USR06059,DEV06059,1,1,9593,65523,0,0,0
TXN06060,USR06060,DEV06060,38,11,102759,27971,0,0,1
TXN06061,USR06061,DEV06061,9,14,5364,61208,0,1,1
TXN06062,USR06062,DEV06062,59,5,51362,4470,0,0,1
TXN06063,USR06063,DEV06063,66,27,91198,23335,0,1,1
