device_id  ,user_id  ,device_type  ,os  ,ip_address  ,is_compromised
DEV01858,USR01858,ChromeOS Laptop,Android 13,31.82.162.113,0
DEV01859,USR01859,MacBook,iOS 15,14.248.133.73,0
DEV01860,USR01860,MacBook,macOS Monterey,254.80.234.34,0
DEV01861,USR01861,Linux Desktop,macOS Sonoma,21.254.174.20,0
DEV01862,USR01862,MacBook,iOS 17,178.58.248.254,0
DEV01863,USR01863,ChromeOS Laptop,macOS Monterey,118.86.255.236,0
DEV01864,USR01864,Linux Desktop,macOS Ventura,217.153.160.193,0
DEV01865,USR01865,Linux Desktop,macOS Ventura,61.9.127.30,1
DEV01866,USR01866,Windows Desktop,Android 12,234.227.31.191,0
DEV01867,USR01867,Android Tablet,Windows 11,182.141.187.3,0
DEV01868,USR01868,Linux Desktop,macOS Monterey,232.22.222.151,1
DEV01869,USR01869,Android Mobile,macOS Ventura,150.186.130.7,0
DEV01870,USR01870,Android Mobile,macOS Sonoma,121.129.126.245,0
DEV01871,USR01871,ChromeOS Laptop,iOS 16,236.223.209.158,1
DEV01872,USR01872,Unknown Device,iOS 16,209.219.12.184,0
DEV01873,USR01873,iPhone,macOS Monterey,82.121.18.146,0
DEV01874,USR01874,Windows Laptop,Windows 11,233.21.180.4,0
DEV01875,USR01875,ChromeOS Laptop,Windows 11,192.26.239.112,1
DEV01876,USR01876,iPhone,Linux Fedora,117.72.245.231,1
DEV01877,USR01877,MacBook,ChromeOS,97.138.169.186,1
DEV01878,USR01878,Windows Laptop,Windows 11,92.31.163.77,0
DEV01879,USR01879,iPhone,Android 13,13.35.213.243,0
DEV01880,USR01880,iPad,macOS Sonoma,158.84.75.153,1
DEV01881,USR01881,ChromeOS Laptop,Android 13,186.24.249.132,1
DEV01882,USR01882,Windows Laptop,ChromeOS,134.61.188.48,0
DEV01883,USR01883,Android Tablet,iOS 17,166.83.73.143,0
DEV01884,USR01884,Windows Desktop,Windows 11,146.201.106.222,1
DEV01885,USR01885,iPad,Windows 11,9.207.1.229,0
DEV01886,USR01886,Android Tablet,Android 13,133.47.37.58,1
DEV01887,USR01887,Android Mobile,ChromeOS,116.124.204.79,0
DEV01888,USR01888,Windows Laptop,iOS 16,73.87.222.220,0
DEV01889,USR01889,Windows Desktop,iOS 16,239.15.210.92,0
DEV01890,USR01890,iPhone,Windows 8,179.116.127.198,0
DEV01891,USR01891,iPhone,iOS 16,161.156.215.115,1
DEV01892,USR01892,iPhone,Android 13,52.217.51.104,1
DEV01893,USR01893,Unknown Device,Android 14,240.150.34.217,1
DEV01894,USR01894,Android Mobile,macOS Ventura,70.45.182.152,0
DEV01895,USR01895,Windows Desktop,macOS Monterey,251.64.149.79,0
DEV01896,USR01896,Windows Laptop,ChromeOS,217.62.11.237,1
DEV01897,USR01897,Linux Desktop,iOS 16,91.198.11.148,1
DEV01898,USR01898,Android Tablet,Windows 10,139.215.2.105,0
DEV01899,USR01899,ChromeOS Laptop,Linux Ubuntu,25.112.41.231,1
DEV01900,USR01900,iPhone,macOS Ventura,42.199.177.62,0
DEV01901,USR01901,iPad,Linux Fedora,134.15.252.211,1
DEV01902,USR01902,Linux Desktop,iOS 16,161.248.220.162,1
DEV01903,USR01903,Android Mobile,Android 14,222.42.187.238,1
DEV01904,USR01904,Android Mobile,macOS Ventura,198.96.109.15,1
DEV01905,USR01905,MacBook,Windows 11,248.250.202.65,1
DEV01906,USR01906,iPhone,macOS Sonoma,251.184.100.186,0
DEV01907,USR01907,iPad,macOS Ventura,222.115.109.134,1
DEV01908,USR01908,Android Tablet,macOS Ventura,176.103.153.125,0
DEV01909,USR01909,Linux Desktop,Windows 8,93.4.152.44,1
DEV01910,USR01910,Windows Laptop,Linux Fedora,104.85.38.175,1
DEV01911,USR01911,Windows Desktop,Android 12,136.31.154.213,1
DEV01912,USR01912,Unknown Device,Android 12,40.50.229.127,0
DEV01913,USR01913,MacBook,macOS Sonoma,160.64.208.11,0
DEV01914,USR01914,MacBook,macOS Monterey,13.246.124.36,1
DEV01915,USR01915,Android Mobile,iOS 16,64.156.163.22,1
DEV01916,USR01916,ChromeOS Laptop,macOS Sonoma,55.107.197.203,1
DEV01917,USR01917,ChromeOS Laptop,Windows 10,8.193.122.164,1
DEV01918,USR01918,Unknown Device,macOS Monterey,65.220.206.234,0
DEV01919,USR01919,Linux Desktop,Android 12,134.131.67.94,1
DEV01920,USR01920,MacBook,Windows 10,49.22.188.161,1
DEV01921,USR01921,ChromeOS Laptop,Windows 10,118.131.92.244,1
DEV01922,USR01922,iPhone,iOS 17,240.67.148.10,0
DEV01923,USR01923,Windows Laptop,iOS 17,188.224.101.148,0
DEV01924,USR01924,iPad,Windows 10,57.67.17.11,0
DEV01925,USR01925,Unknown Device,macOS Ventura,145.80.89.150,0
DEV01926,USR01926,Linux Desktop,macOS Ventura,180.166.139.142,0
DEV01927,USR01927,Windows Desktop,iOS 17,230.163.98.138,1
DEV01928,USR01928,Linux Desktop,iOS 15,4.210.10.89,0
DEV01929,USR01929,ChromeOS Laptop,Android 14,66.135.207.244,0
DEV01930,USR01930,Android Mobile,iOS 16,17.161.243.201,0
DEV01931,USR01931,Windows Laptop,Windows 8,13.9.144.120,0
DEV01932,USR01932,iPhone,iOS 17,194.150.78.39,1
DEV01933,USR01933,Android Mobile,ChromeOS,24.242.51.47,1
DEV01934,USR01934,Unknown Device,Windows 8,179.179.172.64,1
DEV01935,USR01935,Linux Desktop,Android 14,28.145.13.43,1
DEV01936,USR01936,Windows Laptop,ChromeOS,61.188.68.9,1
DEV01937,USR01937,Android Tablet,Android 14,81.242.212.185,1
DEV01938,USR01938,Windows Laptop,macOS Monterey,61.178.77.6,0
DEV01939,USR01939,iPad,Windows 10,152.154.171.179,0
DEV01940,USR01940,Windows Laptop,macOS Ventura,217.195.146.80,1
DEV01941,USR01941,iPhone,Android 13,78.141.188.59,0
DEV01942,USR01942,Windows Desktop,macOS Ventura,6.202.164.60,1
DEV01943,USR01943,Unknown Device,Linux Fedora,43.165.126.114,1
DEV01944,USR01944,ChromeOS Laptop,iOS 17,207.54.139.212,1
DEV01945,USR01945,Windows Laptop,Android 14,223.29.242.188,1
DEV01946,USR01946,Linux Desktop,Android 12,52.51.38.42,1
DEV01947,USR01947,Android Tablet,ChromeOS,230.236.45.144,0
DEV01948,USR01948,iPad,Windows 10,235.112.96.217,1
DEV01949,USR01949,Unknown Device,macOS Ventura,115.117.73.232,0
DEV01950,USR01950,Windows Laptop,Linux Ubuntu,111.189.90.148,0
DEV01951,USR01951,Windows Desktop,iOS 17,237.170.147.113,0
DEV01952,USR01952,iPad,Android 14,147.97.88.174,0
DEV01953,USR01953,Linux Desktop,Windows 11,253.242.144.90,1
DEV01954,USR01954,iPhone,Linux Ubuntu,206.87.52.112,0
DEV01955,USR01955,Windows Laptop,Linux Ubuntu,244.244.79.69,0
DEV01956,USR01956,iPad,Android 12,77.245.211.54,1
DEV01957,USR01957,MacBook,Windows 10,201.221.55.71,1
DEV01958,USR01958,Android Tablet,iOS 15,157.252.188.27,0
DEV01959,USR01959,Android Tablet,Windows 10,87.208.185.114,0
DEV01960,USR01960,MacBook,Android 14,99.212.185.71,0
DEV01961,USR01961,Unknown Device,macOS Ventura,32.251.220.145,1
DEV01962,USR01962,ChromeOS Laptop,ChromeOS,52.42.96.76,0
DEV01963,USR01963,iPhone,macOS Ventura,157.208.110.194,1
DEV01964,USR01964,Unknown Device,Windows 11,237.0.22.214,1
DEV01965,USR01965,Windows Laptop,Windows 11,22.247.71.33,0
DEV01966,USR01966,ChromeOS Laptop,iOS 15,83.39.43.10,1
DEV01967,USR01967,Linux Desktop,Android 12,110.185.137.114,0
DEV01968,USR01968,Unknown Device,Android 12,245.8.241.9,0
DEV01969,USR01969,Windows Desktop,iOS 17,224.143.87.7,1
DEV01970,USR01970,iPhone,macOS Sonoma,210.28.138.42,1
DEV01971,USR01971,Linux Desktop,iOS 15,156.88.57.93,0
DEV01972,USR01972,iPad,Android 14,8.228.186.138,1
DEV01973,USR01973,Linux Desktop,macOS Ventura,111.48.6.187,1
DEV01974,USR01974,Windows Desktop,Android 13,241.164.233.121,1
DEV01975,USR01975,Android Tablet,Android 14,184.174.214.185,0
DEV01976,USR01976,Windows Desktop,Windows 11,184.82.185.8,1
DEV01977,USR01977,Android Mobile,Android 14,24.49.40.23,0
DEV01978,USR01978,Windows Desktop,macOS Monterey,113.124.104.146,0
DEV01979,USR01979,Linux Desktop,Android 12,210.224.50.64,1
DEV01980,USR01980,iPad,Windows 11,250.169.230.227,1
DEV01981,USR01981,Windows Laptop,ChromeOS,2.141.147.149,1
DEV01982,USR01982,Android Tablet,Linux Fedora,125.178.212.52,1
DEV01983,USR01983,Linux Desktop,Linux Fedora,125.122.156.127,0
DEV01984,USR01984,Windows Desktop,macOS Ventura,254.186.80.32,0
DEV01985,USR01985,Windows Laptop,Windows 8,136.57.38.249,0
DEV01986,USR01986,MacBook,iOS 17,40.216.62.201,1
DEV01987,USR01987,Windows Laptop,ChromeOS,58.33.170.96,1
DEV01988,USR01988,Unknown Device,macOS Sonoma,59.101.10.224,1
DEV01989,USR01989,MacBook,Linux Ubuntu,177.120.250.248,0
DEV01990,USR01990,Android Mobile,Android 12,62.30.10.178,1
DEV01991,USR01991,MacBook,Windows 8,10.96.38.140,0
DEV01992,USR01992,MacBook,macOS Ventura,145.12.94.113,1
DEV01993,USR01993,MacBook,iOS 15,155.99.141.129,1
DEV01994,USR01994,Windows Laptop,macOS Monterey,97.171.216.215,1
DEV01995,USR01995,iPhone,Linux Fedora,237.67.148.205,1
DEV01996,USR01996,Unknown Device,iOS 15,63.235.134.183,0
DEV01997,USR01997,Android Mobile,Android 14,165.216.236.57,1
DEV01998,USR01998,Linux Desktop,macOS Sonoma,151.142.63.161,1
DEV01999,USR01999,Android Mobile,iOS 17,124.233.122.65,0
DEV02000,USR02000,MacBook,macOS Monterey,254.153.154.15,0
DEV02001,USR02001,Android Tablet,Android 14,190.52.212.156,0
DEV02002,USR02002,MacBook,macOS Sonoma,63.87.28.45,0
DEV02003,USR02003,Windows Desktop,Android 14,122.99.25.208,0
DEV02004,USR02004,Android Tablet,Linux Fedora,79.63.222.41,1
DEV02005,USR02005,Unknown Device,Windows 10,177.95.94.16,0
DEV02006,USR02006,ChromeOS Laptop,iOS 17,49.96.245.185,0
DEV02007,USR02007,Windows Desktop,ChromeOS,50.236.17.165,0
DEV02008,USR02008,iPad,macOS Ventura,101.137.179.206,1
DEV02009,USR02009,Linux Desktop,macOS Ventura,195.16.197.26,0
DEV02010,USR02010,Windows Laptop,Windows 10,96.199.54.169,1
DEV02011,USR02011,iPad,Android 12,50.14.70.40,0
DEV02012,USR02012,Linux Desktop,iOS 16,61.194.25.218,1
DEV02013,USR02013,Android Mobile,Android 14,114.115.186.241,0
DEV02014,USR02014,iPhone,Windows 8,138.75.230.114,0
DEV02015,USR02015,Linux Desktop,macOS Ventura,87.144.164.164,0
DEV02016,USR02016,iPad,macOS Ventura,126.227.68.191,1
DEV02017,USR02017,iPhone,Windows 8,237.253.51.138,0
DEV02018,USR02018,Unknown Device,iOS 15,137.232.186.205,1
DEV02019,USR02019,ChromeOS Laptop,Android 13,238.110.111.225,1
DEV02020,USR02020,iPad,iOS 16,102.31.166.44,1
DEV02021,USR02021,Windows Desktop,Windows 11,103.185.106.205,1
DEV02022,USR02022,Android Mobile,Windows 8,91.100.160.28,1
DEV02023,USR02023,iPad,Android 14,39.159.232.209,0
DEV02024,USR02024,MacBook,macOS Sonoma,243.0.247.177,1
DEV02025,USR02025,Windows Laptop,Windows 10,74.142.50.91,0
DEV02026,USR02026,Windows Desktop,macOS Ventura,89.81.184.242,0
DEV02027,USR02027,iPhone,Windows 11,4.89.255.62,1
DEV02028,USR02028,Windows Laptop,ChromeOS,65.150.161.58,0
DEV02029,USR02029,Windows Laptop,Linux Fedora,181.169.146.133,0
DEV02030,USR02030,iPhone,macOS Ventura,62.222.150.224,0
DEV02031,USR02031,Windows Laptop,iOS 17,75.21.148.122,0
DEV02032,USR02032,ChromeOS Laptop,macOS Ventura,39.50.61.236,0
DEV02033,USR02033,Windows Laptop,Windows 10,142.180.91.81,0
DEV02034,USR02034,Android Tablet,Android 14,231.248.235.184,1
DEV02035,USR02035,Unknown Device,Windows 11,250.40.23.209,0
DEV02036,USR02036,Unknown Device,macOS Monterey,156.33.110.102,1
DEV02037,USR02037,Linux Desktop,Android 14,132.45.7.79,1
DEV02038,USR02038,MacBook,macOS Sonoma,45.198.142.69,0
DEV02039,USR02039,ChromeOS Laptop,iOS 17,46.129.137.57,1
DEV02040,USR02040,MacBook,iOS 15,195.114.9.180,1
DEV02041,USR02041,Unknown Device,Android 13,193.65.185.22,0
DEV02042,USR02042,Unknown Device,iOS 15,26.3.71.144,1
DEV02043,USR02043,Windows Desktop,Windows 10,62.9.153.229,1
DEV02044,USR02044,Linux Desktop,iOS 16,58.142.75.5,0
DEV02045,USR02045,Windows Laptop,Android 14,124.159.141.184,0
DEV02046,USR02046,Unknown Device,iOS 17,116.103.148.224,1
DEV02047,USR02047,Android Mobile,iOS 15,56.206.200.201,0
DEV02048,USR02048,MacBook,Windows 8,234.134.123.8,1
DEV02049,USR02049,ChromeOS Laptop,macOS Monterey,108.17.142.118,0
DEV02050,USR02050,Windows Laptop,Windows 10,63.96.13.30,1
DEV02051,USR02051,Windows Laptop,ChromeOS,43.223.114.118,1
DEV02052,USR02052,Windows Desktop,Android 12,40.53.197.158,0
DEV02053,USR02053,iPhone,macOS Ventura,168.148.182.158,0
DEV02054,USR02054,iPad,macOS Sonoma,176.204.88.133,0
DEV02055,USR02055,Unknown Device,macOS Ventura,115.191.226.7,0
DEV02056,USR02056,Windows Laptop,iOS 16,88.236.55.117,0
DEV02057,USR02057,iPhone,iOS 16,65.71.78.232,1
DEV02058,USR02058,iPad,iOS 15,156.236.114.83,1
DEV02059,USR02059,Android Mobile,macOS Sonoma,111.160.30.167,0
DEV02060,USR02060,Unknown Device,Android 13,145.148.181.160,1
DEV02061,USR02061,iPhone,Linux Ubuntu,94.58.75.61,1
DEV02062,USR02062,Android Mobile,Android 12,248.153.147.246,0
DEV02063,USR02063,iPhone,macOS Monterey,145.227.63.248,1
DEV02064,USR02064,iPhone,macOS Sonoma,178.152.169.225,0
DEV02065,USR02065,MacBook,Android 12,190.135.174.240,0
DEV02066,USR02066,Unknown Device,ChromeOS,240.83.228.204,1
DEV02067,USR02067,Windows Laptop,Windows 10,133.154.44.32,0
DEV02068,USR02068,iPhone,Linux Fedora,69.237.179.62,0
DEV02069,USR02069,iPhone,macOS Sonoma,120.45.87.138,0
DEV02070,USR02070,Unknown Device,iOS 17,186.27.14.218,1
DEV02071,USR02071,Windows Desktop,iOS 15,234.189.46.222,0
DEV02072,USR02072,Android Mobile,macOS Ventura,179.69.0.250,0
DEV02073,USR02073,Android Tablet,Android 13,240.38.222.60,1
DEV02074,USR02074,Windows Desktop,macOS Monterey,126.74.178.36,0
DEV02075,USR02075,iPhone,Android 13,90.23.53.126,1
DEV02076,USR02076,Android Mobile,iOS 16,13.244.76.160,1
DEV02077,USR02077,MacBook,macOS Monterey,153.48.48.217,1
DEV02078,USR02078,ChromeOS Laptop,Android 14,9.78.98.227,0
DEV02079,USR02079,Linux Desktop,iOS 16,61.96.172.32,0
DEV02080,USR02080,Android Tablet,Windows 11,129.234.127.178,0
DEV02081,USR02081,ChromeOS Laptop,Linux Fedora,167.85.17.224,1
DEV02082,USR02082,Windows Desktop,Android 13,252.17.225.156,1
DEV02083,USR02083,Windows Desktop,Windows 10,67.216.144.128,0
DEV02084,USR02084,Unknown Device,Windows 11,32.90.44.247,1
DEV02085,USR02085,Linux Desktop,iOS 15,233.12.94.70,0
DEV02086,USR02086,Unknown Device,iOS 16,31.79.181.202,1
DEV02087,USR02087,Android Mobile,Windows 10,229.254.227.177,1
DEV02088,USR02088,iPhone,Android 14,199.86.78.178,1
DEV02089,USR02089,Windows Laptop,Windows 8,19.102.0.110,1
DEV02090,USR02090,iPhone,Windows 10,221.6.34.41,0
DEV02091,USR02091,MacBook,Android 13,210.233.105.217,0
DEV02092,USR02092,Android Mobile,Linux Ubuntu,160.152.59.68,0
DEV02093,USR02093,Unknown Device,Windows 8,228.56.246.203,0
DEV02094,USR02094,Windows Laptop,iOS 16,40.110.214.216,1
DEV02095,USR02095,Android Mobile,iOS 17,162.72.187.223,0
DEV02096,USR02096,Linux Desktop,macOS Sonoma,126.216.33.146,0
DEV02097,USR02097,Android Tablet,Windows 11,108.161.0.32,1
DEV02098,USR02098,iPhone,Windows 10,98.71.225.246,1
DEV02099,USR02099,Unknown Device,Android 14,17.247.197.216,1
DEV02100,USR02100,Unknown Device,Windows 8,38.111.225.143,1
DEV02101,USR02101,Windows Laptop,Windows 11,219.36.86.125,1
DEV02102,USR02102,Windows Laptop,iOS 16,44.38.86.74,0
DEV02103,USR02103,iPhone,iOS 15,28.153.201.215,1
DEV02104,USR02104,iPad,Android 14,223.32.105.25,1
DEV02105,USR02105,Android Tablet,Windows 11,20.159.147.206,0
DEV02106,USR02106,Windows Laptop,Android 13,216.140.205.230,0
DEV02107,USR02107,iPhone,macOS Monterey,204.151.18.169,0
DEV02108,USR02108,Windows Laptop,macOS Ventura,101.147.240.242,0
DEV02109,USR02109,iPhone,Linux Fedora,99.116.224.29,0
DEV02110,USR02110,Unknown Device,Linux Fedora,255.230.41.61,0
DEV02111,USR02111,Windows Laptop,Windows 11,118.154.187.87,0
DEV02112,USR02112,iPhone,iOS 17,211.226.11.33,1
DEV02113,USR02113,iPhone,Linux Ubuntu,65.197.0.87,0
DEV02114,USR02114,iPhone,ChromeOS,68.14.80.232,0
DEV02115,USR02115,Android Tablet,Android 13,114.118.201.99,0
DEV02116,USR02116,iPhone,Android 14,132.158.244.46,1
DEV02117,USR02117,Linux Desktop,iOS 15,26.9.77.14,0
DEV02118,USR02118,MacBook,Android 13,174.154.196.181,1
DEV02119,USR02119,Android Mobile,iOS 15,222.225.7.185,0
DEV02120,USR02120,MacBook,Android 12,13.90.203.146,0
DEV02121,USR02121,Windows Laptop,Linux Fedora,89.138.77.232,1
DEV02122,USR02122,iPhone,Android 13,85.99.8.137,1
DEV02123,USR02123,iPad,macOS Sonoma,112.86.173.109,0
DEV02124,USR02124,Windows Desktop,Linux Ubuntu,179.46.200.152,1
DEV02125,USR02125,Android Mobile,iOS 16,129.47.134.148,0
DEV02126,USR02126,Windows Laptop,iOS 15,31.111.76.157,0
DEV02127,USR02127,Windows Desktop,Android 14,71.80.243.186,1
DEV02128,USR02128,iPad,Linux Ubuntu,150.199.183.142,1
DEV02129,USR02129,iPhone,macOS Sonoma,100.11.184.212,0
DEV02130,USR02130,Android Mobile,Android 12,149.0.44.1,0
DEV02131,USR02131,MacBook,iOS 16,62.28.92.56,0
DEV02132,USR02132,iPhone,macOS Monterey,192.53.201.237,1
DEV02133,USR02133,Windows Desktop,Android 12,103.140.136.57,1
DEV02134,USR02134,Windows Laptop,iOS 17,4.191.45.174,1
DEV02135,USR02135,Android Tablet,Windows 10,189.18.25.118,1
DEV02136,USR02136,Android Tablet,Android 12,140.38.38.214,0
DEV02137,USR02137,MacBook,Linux Fedora,158.115.235.144,0
DEV02138,USR02138,Android Tablet,Windows 11,181.35.182.168,1
DEV02139,USR02139,Windows Desktop,Linux Fedora,209.93.29.208,0
DEV02140,USR02140,iPhone,Android 12,16.45.220.220,0
DEV02141,USR02141,Android Mobile,Linux Ubuntu,139.57.203.72,0
DEV02142,USR02142,Windows Laptop,macOS Sonoma,82.52.216.153,0
DEV02143,USR02143,Android Tablet,Windows 10,72.116.71.179,0
DEV02144,USR02144,Linux Desktop,Android 14,131.113.188.13,0
DEV02145,USR02145,Linux Desktop,macOS Ventura,114.216.247.107,1
DEV02146,USR02146,Windows Laptop,Linux Fedora,112.40.200.232,1
DEV02147,USR02147,MacBook,Linux Ubuntu,141.110.80.197,1
DEV02148,USR02148,iPad,iOS 15,104.153.110.118,1
DEV02149,USR02149,MacBook,ChromeOS,114.33.132.144,0
DEV02150,USR02150,iPad,macOS Ventura,203.200.189.221,0
DEV02151,USR02151,iPad,Linux Ubuntu,60.158.185.244,0
DEV02152,USR02152,Android Tablet,macOS Ventura,255.51.89.25,0
DEV02153,USR02153,iPhone,ChromeOS,97.78.123.110,0
DEV02154,USR02154,Linux Desktop,iOS 17,46.245.99.94,0
DEV02155,USR02155,Windows Desktop,Android 13,189.150.68.232,0
DEV02156,USR02156,iPhone,macOS Ventura,74.122.52.211,0
DEV02157,USR02157,iPad,Windows 10,15.171.6.125,1
DEV02158,USR02158,Windows Laptop,iOS 16,195.29.105.189,1
DEV02159,USR02159,Android Tablet,macOS Ventura,234.99.24.252,0
DEV02160,USR02160,Android Tablet,iOS 17,99.86.114.196,0
DEV02161,USR02161,iPad,Linux Ubuntu,194.24.220.38,1
DEV02162,USR02162,ChromeOS Laptop,Windows 8,81.96.35.92,1
DEV02163,USR02163,Linux Desktop,Android 14,95.26.170.184,0
DEV02164,USR02164,iPad,macOS Monterey,72.219.58.67,1
DEV02165,USR02165,MacBook,Android 13,166.227.85.55,0
DEV02166,USR02166,Android Mobile,Windows 11,90.246.210.217,1
DEV02167,USR02167,Windows Laptop,macOS Sonoma,72.80.228.49,0
DEV02168,USR02168,iPad,Linux Ubuntu,112.7.13.188,1
DEV02169,USR02169,Android Mobile,Windows 10,111.219.174.198,0
DEV02170,USR02170,Linux Desktop,macOS Sonoma,84.177.147.222,1
DEV02171,USR02171,iPad,Android 12,240.167.110.204,1
DEV02172,USR02172,iPad,macOS Sonoma,174.208.14.250,1
DEV02173,USR02173,Android Tablet,macOS Ventura,121.113.161.113,0
DEV02174,USR02174,Linux Desktop,Linux Fedora,184.56.16.47,0
DEV02175,USR02175,ChromeOS Laptop,macOS Monterey,192.7.133.197,0
DEV02176,USR02176,Android Tablet,ChromeOS,42.190.193.191,0
DEV02177,USR02177,Windows Laptop,Linux Fedora,250.25.13.211,1
DEV02178,USR02178,Windows Laptop,Android 13,197.74.139.190,0
DEV02179,USR02179,MacBook,iOS 17,78.215.210.121,0
DEV02180,USR02180,MacBook,Windows 10,172.1.196.62,0
DEV02181,USR02181,Linux Desktop,Linux Fedora,201.220.73.104,1
DEV02182,USR02182,Android Tablet,Windows 10,229.176.11.12,0
DEV02183,USR02183,Android Mobile,Linux Fedora,97.13.101.47,0
DEV02184,USR02184,Linux Desktop,iOS 17,170.239.0.44,1
DEV02185,USR02185,ChromeOS Laptop,iOS 17,64.172.60.94,0
DEV02186,USR02186,MacBook,Windows 10,223.190.139.78,1
DEV02187,USR02187,Android Tablet,ChromeOS,83.89.150.220,1
DEV02188,USR02188,ChromeOS Laptop,iOS 17,74.244.72.251,1
DEV02189,USR02189,Android Tablet,iOS 17,191.226.139.52,1
DEV02190,USR02190,iPhone,Windows 11,112.208.99.57,1
DEV02191,USR02191,Windows Desktop,Windows 8,51.67.204.214,0
DEV02192,USR02192,Linux Desktop,Linux Ubuntu,132.65.220.195,1
DEV02193,USR02193,Android Mobile,iOS 15,111.108.81.233,1
DEV02194,USR02194,Linux Desktop,Android 14,67.116.115.62,1
DEV02195,USR02195,ChromeOS Laptop,macOS Ventura,220.77.153.236,0
DEV02196,USR02196,Windows Desktop,ChromeOS,218.14.21.168,1
DEV02197,USR02197,Windows Desktop,macOS Sonoma,116.154.109.167,1
DEV02198,USR02198,ChromeOS Laptop,Windows 8,90.115.222.82,0
DEV02199,USR02199,Windows Desktop,macOS Ventura,12.53.220.192,0
DEV02200,USR02200,ChromeOS Laptop,iOS 16,163.124.20.17,0
DEV02201,USR02201,Windows Laptop,Windows 8,140.54.128.144,1
DEV02202,USR02202,iPhone,Windows 11,182.78.100.160,1
DEV02203,USR02203,ChromeOS Laptop,macOS Monterey,146.182.160.107,1
DEV02204,USR02204,MacBook,ChromeOS,216.44.29.10,0
DEV02205,USR02205,ChromeOS Laptop,Android 12,188.99.138.3,0
DEV02206,USR02206,Windows Desktop,iOS 15,226.69.227.8,1
DEV02207,USR02207,Android Mobile,iOS 16,192.187.48.112,0
DEV02208,USR02208,Unknown Device,Android 14,125.172.153.71,1
DEV02209,USR02209,ChromeOS Laptop,Android 13,240.247.162.139,0
DEV02210,USR02210,iPad,Android 14,126.189.54.179,1
DEV02211,USR02211,Windows Desktop,ChromeOS,124.219.53.1,1
DEV02212,USR02212,Windows Laptop,macOS Sonoma,248.174.196.79,0
DEV02213,USR02213,Windows Desktop,Windows 11,53.254.83.156,0
DEV02214,USR02214,ChromeOS Laptop,Linux Fedora,38.175.248.15,0
DEV02215,USR02215,ChromeOS Laptop,macOS Sonoma,108.175.41.149,0
DEV02216,USR02216,Linux Desktop,iOS 15,113.237.103.138,0
DEV02217,USR02217,Unknown Device,iOS 15,54.208.76.194,0
DEV02218,USR02218,Android Tablet,Windows 11,124.6.166.253,0
DEV02219,USR02219,iPhone,macOS Monterey,190.95.61.77,1
DEV02220,USR02220,iPad,macOS Monterey,120.123.17.154,1
DEV02221,USR02221,Unknown Device,Windows 8,29.223.234.171,0
DEV02222,USR02222,iPhone,Linux Ubuntu,102.226.219.217,1
DEV02223,USR02223,iPhone,iOS 16,196.42.188.246,0
DEV02224,USR02224,Android Mobile,macOS Ventura,240.147.243.20,0
DEV02225,USR02225,Unknown Device,Windows 10,78.250.25.174,1
DEV02226,USR02226,Android Tablet,Windows 8,6.92.220.71,1
DEV02227,USR02227,Android Tablet,ChromeOS,244.181.91.197,1
DEV02228,USR02228,MacBook,Android 12,116.108.189.3,0
DEV02229,USR02229,iPhone,macOS Ventura,29.156.146.61,1
DEV02230,USR02230,iPad,Linux Fedora,233.68.14.60,0
DEV02231,USR02231,Windows Laptop,Linux Ubuntu,7.74.133.218,1
DEV02232,USR02232,Windows Laptop,Android 13,142.143.239.30,0
DEV02233,USR02233,Android Mobile,macOS Sonoma,242.35.192.173,0
DEV02234,USR02234,Windows Laptop,macOS Sonoma,159.140.227.186,1
DEV02235,USR02235,ChromeOS Laptop,Windows 11,120.84.180.120,0
DEV02236,USR02236,MacBook,iOS 15,29.54.202.72,0
DEV02237,USR02237,Windows Desktop,Android 14,33.227.137.22,0
DEV02238,USR02238,iPad,Linux Ubuntu,198.249.23.89,1
DEV02239,USR02239,Android Tablet,Windows 11,172.174.199.205,0
DEV02240,USR02240,Android Tablet,Windows 8,178.212.86.155,1
DEV02241,USR02241,Unknown Device,Linux Ubuntu,238.29.121.230,0
DEV02242,USR02242,Linux Desktop,iOS 16,22.80.64.203,0
DEV02243,USR02243,Unknown Device,Android 13,239.248.247.217,0
DEV02244,USR02244,iPhone,iOS 15,195.61.194.120,0
DEV02245,USR02245,Windows Desktop,Android 14,11.210.111.117,1
DEV02246,USR02246,Linux Desktop,macOS Sonoma,95.130.164.225,0
DEV02247,USR02247,Android Mobile,Windows 10,161.66.107.56,0
DEV02248,USR02248,iPad,ChromeOS,193.93.64.9,1
DEV02249,USR02249,Android Mobile,iOS 16,185.193.28.163,1
DEV02250,USR02250,MacBook,iOS 17,199.43.70.170,1
DEV02251,USR02251,iPad,macOS Ventura,87.124.174.78,1
DEV02252,USR02252,MacBook,ChromeOS,48.225.31.170,0
DEV02253,USR02253,Android Tablet,Android 14,163.229.153.40,0
DEV02254,USR02254,MacBook,iOS 16,129.51.139.145,0
DEV02255,USR02255,Android Mobile,macOS Monterey,164.94.32.207,1
DEV02256,USR02256,Android Tablet,Windows 10,187.133.137.120,1
DEV02257,USR02257,iPhone,Android 14,183.119.69.75,1
DEV02258,USR02258,MacBook,iOS 17,67.117.157.110,0
DEV02259,USR02259,iPad,Windows 8,124.54.158.251,1
DEV02260,USR02260,iPhone,Windows 10,86.57.77.17,1
