transaction_id  ,user_id  ,device_id  ,transaction_date  ,amount  ,merchant_id  ,merchant_category  ,payment_method  ,location  ,is_international  ,label   
TXN05662,USR05662,DEV05662,23-03-2020 13:23:48,38267.30725,M00065,Healthcare,Cheque,Ludhiana,0,0
TXN05663,USR05663,DEV05663,12-11-2025 04:56:32,37625.51375,M00312,Home Decor,EMI,Faridabad,1,0
TXN05664,USR05664,DEV05664,29-10-2023 17:32:22,1203.013227,M00008,Wallet Transfer,Credit Card,Pune,0,0
TXN05665,USR05665,DEV05665,05-06-2021 01:52:37,35449.12089,M00498,Auto Services,Wallet,Thane,1,0
TXN05666,USR05666,DEV05666,24-05-2025 04:34:27,20941.05459,M00233,Utilities,Cheque,Indore,1,0
TXN05667,USR05667,DEV05667,11-09-2022 22:08:28,10371.407,M00255,Hotel Stay,Bank Transfer,Kolkata,1,0
TXN05668,USR05668,DEV05668,01-09-2024 18:29:47,48320.68112,M00375,Auto Services,Bank Transfer,Kanpur,0,0
TXN05669,USR05669,DEV05669,27-02-2024 16:47:33,38668.54539,M00372,Wallet Transfer,Cheque,Madurai,0,0
TXN05670,USR05670,DEV05670,09-10-2022 21:58:38,48195.96867,M00121,Home Decor,Credit Card,Srinagar,1,0
TXN05671,USR05671,DEV05671,02-12-2022 10:31:35,38213.91959,M00388,Restaurant,Credit Card,Tiruchirappalli,0,0
TXN05672,USR05672,DEV05672,11-03-2021 07:58:10,40004.65645,M00058,Medicine,Debit Card,Vasai-Virar,1,0
TXN05673,USR05673,DEV05673,03-03-2022 10:11:37,27817.57755,M00415,Wallet Transfer,EMI,Agra,0,0
TXN05674,USR05674,DEV05674,23-01-2021 08:06:25,32964.01521,M00403,Beauty & Personal Care,Crypto,Vasai-Virar,0,0
TXN05675,USR05675,DEV05675,10-02-2025 00:31:00,11461.8822,M00129,Medicine,UPI,Hubli-Dharwad,1,0
TXN05676,USR05676,DEV05676,12-02-2024 05:21:29,1676.093836,M00363,Books,Bank Transfer,Pimpri-Chinchwad,0,0
TXN05677,USR05677,DEV05677,11-04-2020 20:07:04,48461.22292,M00312,Baby Products,Crypto,Lucknow,1,0
TXN05678,USR05678,DEV05678,20-01-2021 03:21:11,22994.6246,M00449,Beauty & Personal Care,Net Banking,Delhi,0,0
TXN05679,USR05679,DEV05679,01-02-2021 05:23:34,10908.34384,M00208,Travel,Credit Card,Mumbai,1,0
TXN05680,USR05680,DEV05680,17-10-2025 20:33:56,34861.42629,M00119,Toys,Wallet,Lucknow,1,0
TXN05681,USR05681,DEV05681,06-12-2022 12:18:18,2820.702699,M00377,Investment,UPI,Meerut,0,0
TXN05682,USR05682,DEV05682,09-06-2021 08:34:42,19830.47584,M00477,Taxi Services,Cash,Kanpur,0,0
TXN05683,USR05683,DEV05683,17-03-2022 00:27:57,3178.839251,M00043,Entertainment,Net Banking,Hyderabad,1,0
TXN05684,USR05684,DEV05684,29-10-2023 16:24:10,36542.66183,M00386,Music,UPI,Rajkot,1,0
TXN05685,USR05685,DEV05685,26-04-2024 07:06:05,48462.99847,M00282,Books,Cheque,Meerut,1,0
TXN05686,USR05686,DEV05686,25-10-2024 02:40:08,45391.75625,M00452,Beauty & Personal Care,EMI,Indore,0,0
TXN05687,USR05687,DEV05687,02-06-2024 23:37:20,8102.70946,M00151,Toys,EMI,Mysore,0,0
TXN05688,USR05688,DEV05688,07-07-2025 10:12:24,21772.00169,M00006,Music,EMI,Coimbatore,1,0
TXN05689,USR05689,DEV05689,05-07-2022 01:58:43,43949.53582,M00450,Courier Services,Debit Card,Srinagar,0,0
TXN05690,USR05690,DEV05690,24-09-2020 23:59:45,13956.04221,M00144,Supermarket,Cheque,Mira-Bhayandar,0,0
TXN05691,USR05691,DEV05691,28-05-2022 20:51:28,39166.85722,M00033,Sports Equipment,Bank Transfer,Bangalore,0,0
TXN05692,USR05692,DEV05692,14-01-2021 23:13:45,49726.69954,M00260,Medicine,Credit Card,Mysore,1,0
TXN05693,USR05693,DEV05693,03-08-2023 17:50:49,32034.09696,M00438,Pharmacy,Net Banking,Thane,0,0
TXN05694,USR05694,DEV05694,23-11-2022 11:17:26,14144.14205,M00273,Internet Services,Cheque,Hubli-Dharwad,1,0
TXN05695,USR05695,DEV05695,26-08-2023 03:03:47,23746.16561,M00322,Insurance,Debit Card,Patna,0,0
TXN05696,USR05696,DEV05696,09-04-2024 18:36:50,3073.938074,M00140,Snacks,Net Banking,Gwalior,0,0
TXN05697,USR05697,DEV05697,10-05-2022 06:14:52,2815.882896,M00300,Fuel,Cash,Pune,1,0
TXN05698,USR05698,DEV05698,17-06-2024 11:17:44,20644.37892,M00403,Medicine,Cash,Rajkot,0,0
TXN05699,USR05699,DEV05699,11-07-2023 12:22:59,15734.03155,M00345,Digital Subscriptions,Wallet,Kalyan-Dombivli,1,0
TXN05700,USR05700,DEV05700,04-08-2020 06:42:37,17717.06297,M00365,Events,Cheque,Nashik,0,0
TXN05701,USR05701,DEV05701,23-11-2025 10:11:49,32093.28344,M00038,Beauty & Personal Care,Credit Card,Navi Mumbai,1,0
TXN05702,USR05702,DEV05702,30-10-2022 12:15:44,38597.54063,M00407,Snacks,Debit Card,Navi Mumbai,1,0
TXN05703,USR05703,DEV05703,05-05-2022 17:13:23,34104.89612,M00071,Cinema,Bank Transfer,Chandigarh,0,0
TXN05704,USR05704,DEV05704,20-07-2020 01:27:35,49806.54224,M00404,Sports Equipment,Net Banking,Varanasi,0,0
TXN05705,USR05705,DEV05705,10-11-2022 02:35:25,42999.92024,M00163,Fitness,Bank Transfer,Mysore,0,0
TXN05706,USR05706,DEV05706,02-06-2024 22:55:10,10648.86939,M00156,EMI Payment,Debit Card,Ghaziabad,1,0
TXN05707,USR05707,DEV05707,12-08-2025 23:49:44,22182.46679,M00267,Music,Debit Card,Faridabad,0,0
TXN05708,USR05708,DEV05708,18-04-2025 01:40:34,14010.14984,M00273,Beauty & Personal Care,Crypto,Hyderabad,1,0
TXN05709,USR05709,DEV05709,23-09-2021 13:14:13,36830.10709,M00295,Gardening,Debit Card,Tiruchirappalli,0,0
TXN05710,USR05710,DEV05710,09-06-2023 02:08:55,11551.53844,M00292,Gaming,EMI,Vijayawada,1,0
TXN05711,USR05711,DEV05711,21-03-2022 15:27:02,15063.30677,M00475,Photography,Net Banking,Visakhapatnam,1,0
TXN05712,USR05712,DEV05712,22-10-2020 21:18:31,36842.65986,M00283,Fitness,Cheque,Bareilly,1,0
TXN05713,USR05713,DEV05713,11-06-2021 05:56:27,20670.7648,M00296,Insurance,Crypto,Nagpur,0,0
TXN05714,USR05714,DEV05714,04-04-2025 12:13:23,32408.75866,M00442,Online Services,Cheque,Rajkot,0,0
TXN05715,USR05715,DEV05715,10-01-2022 23:05:25,14455.61822,M00104,Pharmacy,Cheque,Faridabad,1,0
TXN05716,USR05716,DEV05716,30-08-2020 05:42:29,20767.73391,M00200,Electronics,Credit Card,Srinagar,1,0
TXN05717,USR05717,DEV05717,23-12-2024 04:21:33,22366.4833,M00102,Office Supplies,Credit Card,Kota,0,0
TXN05718,USR05718,DEV05718,01-03-2025 11:25:40,39355.94676,M00088,Hotel Stay,Cheque,Srinagar,1,0
TXN05719,USR05719,DEV05719,07-02-2024 23:27:18,13668.93846,M00267,Pet Supplies,Cash,Jaipur,1,0
TXN05720,USR05720,DEV05720,07-03-2022 22:26:55,9204.254151,M00110,Jewelry,Crypto,Ahmedabad,1,0
TXN05721,USR05721,DEV05721,22-01-2022 07:07:11,23976.96942,M00204,Auto Services,Credit Card,Gwalior,0,0
TXN05722,USR05722,DEV05722,12-08-2024 10:46:23,38508.83133,M00471,Gardening,Bank Transfer,Ranchi,0,0
TXN05723,USR05723,DEV05723,30-04-2023 05:56:43,40853.57392,M00490,Cash Withdrawal,Bank Transfer,Thane,0,0
TXN05724,USR05724,DEV05724,17-08-2025 21:55:53,27284.34059,M00410,Jewelry,Bank Transfer,Ranchi,0,0
TXN05725,USR05725,DEV05725,03-11-2021 15:11:40,28468.09256,M00002,Car Rental,Cheque,Kolkata,1,0
TXN05726,USR05726,DEV05726,25-03-2022 17:07:56,2342.263363,M00354,Healthcare,EMI,Chandigarh,0,0
TXN05727,USR05727,DEV05727,12-09-2025 05:03:42,26409.55247,M00099,Music,Credit Card,Pune,0,0
TXN05728,USR05728,DEV05728,09-04-2020 05:10:47,9900.042928,M00471,Home Decor,Cash,Mysore,0,0
TXN05729,USR05729,DEV05729,24-05-2021 22:53:18,29831.12368,M00160,Gaming,Wallet,Kota,0,0
TXN05730,USR05730,DEV05730,01-08-2023 08:40:05,21317.5162,M00043,Digital Subscriptions,Cash,Ranchi,1,0
TXN05731,USR05731,DEV05731,01-01-2023 20:57:06,49393.90766,M00046,Car Rental,Crypto,Varanasi,1,0
TXN05732,USR05732,DEV05732,03-06-2020 02:50:10,48932.04214,M00094,Food Delivery,Cheque,Jalandhar,1,0
TXN05733,USR05733,DEV05733,03-09-2023 13:53:39,43047.13595,M00049,Groceries,Wallet,Moradabad,1,0
TXN05734,USR05734,DEV05734,01-06-2020 21:17:01,24088.17136,M00022,Fitness,Net Banking,Aurangabad,0,0
TXN05735,USR05735,DEV05735,06-02-2023 16:54:40,26097.28315,M00470,Travel,Cash,Agra,1,0
TXN05736,USR05736,DEV05736,16-02-2024 03:09:34,41589.85086,M00171,Internet Services,Cheque,Ranchi,1,0
TXN05737,USR05737,DEV05737,10-02-2021 08:07:22,9188.217341,M00282,Baby Products,Cheque,Ahmedabad,1,0
TXN05738,USR05738,DEV05738,12-09-2021 16:06:46,45471.27372,M00361,Music,Cheque,Mumbai,1,0
TXN05739,USR05739,DEV05739,14-01-2023 02:17:17,24839.77063,M00095,Mobile Recharge,Wallet,Bangalore,1,0
TXN05740,USR05740,DEV05740,03-11-2021 15:15:49,46978.02657,M00074,Music,Cash,Vadodara,1,0
TXN05741,USR05741,DEV05741,02-05-2025 10:17:06,40461.66401,M00153,Fitness,Credit Card,Bangalore,0,0
TXN05742,USR05742,DEV05742,23-04-2023 05:02:33,42302.17679,M00365,Food Delivery,Cash,Surat,1,0
TXN05743,USR05743,DEV05743,09-10-2022 09:32:49,49506.73988,M00022,Cash Withdrawal,Cheque,Patna,0,0
TXN05744,USR05744,DEV05744,07-11-2020 12:40:54,9349.541759,M00379,Travel,Credit Card,Nagpur,1,0
TXN05745,USR05745,DEV05745,22-09-2020 15:02:16,19564.77188,M00415,Hotel Stay,Wallet,Chennai,1,0
TXN05746,USR05746,DEV05746,07-11-2020 03:15:14,48617.86221,M00099,Books,Cheque,Faridabad,1,0
TXN05747,USR05747,DEV05747,06-12-2021 10:41:47,22754.00894,M00177,Electronics Accessories,Bank Transfer,Pune,0,0
TXN05748,USR05748,DEV05748,25-08-2023 21:17:37,12766.93777,M00201,Beauty & Personal Care,EMI,Guwahati,0,0
TXN05749,USR05749,DEV05749,04-07-2021 14:23:36,6672.367985,M00240,Courier Services,Crypto,Surat,1,0
TXN05750,USR05750,DEV05750,20-11-2024 12:18:39,33743.02572,M00402,Baby Products,Debit Card,Kolkata,0,0
TXN05751,USR05751,DEV05751,19-02-2022 11:56:56,22019.57356,M00085,Fitness,EMI,Jalandhar,0,0
TXN05752,USR05752,DEV05752,11-10-2020 21:31:05,10792.39376,M00137,Pharmacy,Cash,Bareilly,0,0
TXN05753,USR05753,DEV05753,29-04-2021 03:42:43,20609.48045,M00074,Investment,Wallet,Faridabad,0,0
TXN05754,USR05754,DEV05754,05-07-2022 16:36:33,20640.38683,M00370,Insurance,EMI,Patna,1,0
TXN05755,USR05755,DEV05755,24-03-2025 13:58:08,33586.54637,M00109,Car Rental,Bank Transfer,Guwahati,1,0
TXN05756,USR05756,DEV05756,26-02-2022 09:34:45,39661.24646,M00295,Restaurant,Net Banking,Agra,0,0
TXN05757,USR05757,DEV05757,15-02-2021 15:17:21,8774.632442,M00278,Utilities,Net Banking,Moradabad,1,0
TXN05758,USR05758,DEV05758,26-01-2023 02:20:44,44862.81846,M00241,Photography,Crypto,Kota,1,0
TXN05759,USR05759,DEV05759,23-02-2022 22:22:53,6489.004863,M00125,Digital Subscriptions,UPI,Jabalpur,1,0
TXN05760,USR05760,DEV05760,13-12-2021 04:59:07,3278.805202,M00299,Books,Wallet,Madurai,0,0
TXN05761,USR05761,DEV05761,30-07-2021 11:27:32,21210.97926,M00416,Fuel,Debit Card,Bareilly,0,0
TXN05762,USR05762,DEV05762,19-09-2025 06:53:39,3037.608783,M00141,Gaming,UPI,Kota,1,0
TXN05763,USR05763,DEV05763,02-06-2020 02:28:16,11904.18948,M00427,Cinema,Debit Card,Delhi,0,0
TXN05764,USR05764,DEV05764,07-12-2024 09:02:20,2313.076142,M00364,Digital Subscriptions,Debit Card,Bangalore,1,0
TXN05765,USR05765,DEV05765,17-12-2020 21:08:12,25963.99494,M00301,Gardening,Debit Card,Patna,0,0
TXN05766,USR05766,DEV05766,07-09-2025 14:20:11,12360.99732,M00094,Pet Supplies,Crypto,Hyderabad,0,0
TXN05767,USR05767,DEV05767,13-11-2020 01:39:40,2389.143107,M00236,Photography,Credit Card,Mira-Bhayandar,0,0
TXN05768,USR05768,DEV05768,29-10-2023 02:11:21,18827.8845,M00189,Pet Supplies,Credit Card,Bhopal,0,0
TXN05769,USR05769,DEV05769,04-07-2021 08:52:28,41081.05706,M00441,Education,Credit Card,Aligarh,1,0
TXN05770,USR05770,DEV05770,04-07-2023 01:55:27,10758.57606,M00210,Hardware Store,Debit Card,Faridabad,1,0
TXN05771,USR05771,DEV05771,20-09-2021 11:42:38,2230.048465,M00282,Education,Bank Transfer,Tiruchirappalli,0,0
TXN05772,USR05772,DEV05772,17-01-2020 23:30:14,1031.500717,M00126,Mobile Recharge,Cash,Pune,1,0
TXN05773,USR05773,DEV05773,26-08-2022 15:57:55,41049.45529,M00479,Fitness,UPI,Moradabad,0,0
TXN05774,USR05774,DEV05774,22-02-2021 02:01:18,41237.63615,M00274,Courier Services,EMI,Kota,1,0
TXN05775,USR05775,DEV05775,20-08-2020 23:08:12,5322.829404,M00285,Beverages,Debit Card,Nashik,0,0
TXN05776,USR05776,DEV05776,23-11-2025 07:34:53,2804.070688,M00294,Fuel,EMI,Delhi,1,0
TXN05777,USR05777,DEV05777,30-09-2021 02:42:43,6433.755138,M00424,Auto Services,Crypto,Nashik,1,0
TXN05778,USR05778,DEV05778,31-08-2020 23:38:15,35882.88553,M00360,Fitness,Credit Card,Ludhiana,0,0
TXN05779,USR05779,DEV05779,25-01-2021 02:32:35,39487.27873,M00455,Online Services,EMI,Nashik,0,0
TXN05780,USR05780,DEV05780,25-08-2022 20:07:50,44887.55795,M00279,Music,Debit Card,Gurgaon,0,0
TXN05781,USR05781,DEV05781,26-07-2021 13:07:52,39384.45484,M00435,Travel,Wallet,Srinagar,1,0
TXN05782,USR05782,DEV05782,01-02-2025 15:29:05,36907.92788,M00228,Fuel,Crypto,Hyderabad,0,0
TXN05783,USR05783,DEV05783,15-03-2021 01:06:51,26430.23693,M00160,Insurance,EMI,Delhi,0,0
TXN05784,USR05784,DEV05784,15-02-2023 14:15:03,23611.57637,M00307,Snacks,EMI,Howrah,0,0
TXN05785,USR05785,DEV05785,16-05-2023 02:35:30,19349.49343,M00305,Baby Products,Crypto,Mira-Bhayandar,1,0
TXN05786,USR05786,DEV05786,20-01-2020 22:24:14,15759.08556,M00433,Fitness,Bank Transfer,Jalandhar,1,0
TXN05787,USR05787,DEV05787,21-07-2023 09:30:31,19389.29556,M00144,Photography,UPI,Thane,1,0
TXN05788,USR05788,DEV05788,23-04-2023 06:03:34,39742.03036,M00187,Utilities,Cash,Ahmedabad,0,0
TXN05789,USR05789,DEV05789,23-02-2025 03:12:18,31166.43348,M00281,Electronics,Net Banking,Gurgaon,1,0
TXN05790,USR05790,DEV05790,12-08-2024 12:08:45,18820.17128,M00355,Insurance,Credit Card,Pune,1,0
TXN05791,USR05791,DEV05791,19-12-2025 10:50:56,12354.79798,M00241,Insurance,Wallet,Patna,1,0
TXN05792,USR05792,DEV05792,23-10-2022 12:02:20,31965.83176,M00416,Gaming,Cheque,Visakhapatnam,0,0
TXN05793,USR05793,DEV05793,09-08-2023 06:08:02,10334.36402,M00050,Home Decor,UPI,Mysore,0,0
TXN05794,USR05794,DEV05794,10-07-2020 12:56:13,28497.59771,M00080,Beauty & Personal Care,Cheque,Coimbatore,1,0
TXN05795,USR05795,DEV05795,03-10-2022 10:19:10,25272.57692,M00175,Food Delivery,Bank Transfer,Varanasi,0,0
TXN05796,USR05796,DEV05796,12-05-2022 21:22:07,37458.40058,M00225,Car Rental,Wallet,Chandigarh,1,0
TXN05797,USR05797,DEV05797,04-05-2021 11:38:05,23074.15335,M00063,Utilities,Credit Card,Vadodara,0,0
TXN05798,USR05798,DEV05798,31-01-2024 12:00:10,49048.44176,M00288,Mobile Recharge,UPI,Bareilly,0,0
TXN05799,USR05799,DEV05799,13-05-2021 01:35:41,30118.755,M00243,Medicine,Credit Card,Thane,1,0
TXN05800,USR05800,DEV05800,25-07-2025 11:40:28,4147.906198,M00144,Fitness,Net Banking,Agra,0,0
TXN05801,USR05801,DEV05801,29-12-2024 22:35:33,3385.542129,M00063,Online Services,Net Banking,Bhopal,1,0
TXN05802,USR05802,DEV05802,21-01-2025 08:12:16,23980.54939,M00408,Fuel,Cash,Nashik,0,0
TXN05803,USR05803,DEV05803,28-06-2025 08:18:42,36052.79769,M00302,Investment,EMI,Vasai-Virar,0,0
TXN05804,USR05804,DEV05804,07-10-2021 23:36:20,17595.14536,M00282,Internet Services,Debit Card,Kolkata,1,0
TXN05805,USR05805,DEV05805,08-05-2020 19:16:58,17092.37453,M00232,Fitness,UPI,Pune,0,0
TXN05806,USR05806,DEV05806,29-08-2022 01:58:05,36222.65698,M00283,Education,Debit Card,Lucknow,1,0
TXN05807,USR05807,DEV05807,26-05-2023 15:17:59,12421.38103,M00454,Fuel,Debit Card,Howrah,1,0
TXN05808,USR05808,DEV05808,24-06-2024 05:22:06,48659.13527,M00185,Education,Crypto,Vasai-Virar,1,0
TXN05809,USR05809,DEV05809,02-01-2022 20:18:38,8855.772217,M00217,Auto Services,UPI,Salem,1,0
TXN05810,USR05810,DEV05810,01-07-2023 02:21:36,40647.66159,M00319,Digital Subscriptions,Cash,Madurai,0,0
TXN05811,USR05811,DEV05811,08-12-2025 04:09:04,17003.12321,M00465,Digital Subscriptions,Cheque,Bareilly,1,0
TXN05812,USR05812,DEV05812,10-12-2020 12:21:40,41533.19434,M00288,Entertainment,Cheque,Raipur,1,0
TXN05813,USR05813,DEV05813,03-05-2022 04:46:46,46174.74842,M00068,Home Decor,EMI,Chennai,1,0
TXN05814,USR05814,DEV05814,09-12-2024 18:54:26,46223.50152,M00384,Clothing,Net Banking,Nashik,1,0
TXN05815,USR05815,DEV05815,22-11-2023 05:54:06,30138.56096,M00258,Baby Products,EMI,Pune,0,0
TXN05816,USR05816,DEV05816,28-07-2025 21:13:01,14490.34721,M00090,Photography,Bank Transfer,Srinagar,0,0
TXN05817,USR05817,DEV05817,12-11-2023 04:13:10,42517.39569,M00009,Groceries,Cash,Hubli-Dharwad,1,0
TXN05818,USR05818,DEV05818,03-10-2020 10:08:24,33170.25818,M00139,Stationery,Debit Card,Tiruchirappalli,0,0
TXN05819,USR05819,DEV05819,04-03-2020 11:29:07,31283.69235,M00203,Toys,Wallet,Ranchi,1,0
TXN05820,USR05820,DEV05820,16-01-2023 19:33:04,29448.78869,M00248,Groceries,Credit Card,Raipur,1,0
TXN05821,USR05821,DEV05821,30-01-2023 08:01:26,16437.7106,M00373,Beverages,Debit Card,Ghaziabad,1,0
TXN05822,USR05822,DEV05822,07-09-2024 19:47:37,4124.154722,M00149,Baby Products,EMI,Coimbatore,1,0
TXN05823,USR05823,DEV05823,17-03-2024 06:33:44,4064.999578,M00455,Wallet Transfer,UPI,Jodhpur,0,1
TXN05824,USR05824,DEV05824,02-07-2021 13:15:17,34659.75318,M00426,Office Supplies,Net Banking,Ahmedabad,1,0
TXN05825,USR05825,DEV05825,06-10-2024 20:26:24,48724.36159,M00260,Entertainment,Crypto,Salem,0,0
TXN05826,USR05826,DEV05826,01-01-2021 15:45:22,3681.357056,M00229,Courier Services,Debit Card,Vadodara,1,0
TXN05827,USR05827,DEV05827,03-12-2024 08:48:57,30616.69992,M00477,Car Rental,Credit Card,Navi Mumbai,0,0
TXN05828,USR05828,DEV05828,28-09-2023 11:06:21,25688.36533,M00202,Groceries,Net Banking,Patna,0,0
TXN05829,USR05829,DEV05829,15-09-2022 10:12:38,25826.01673,M00115,Electronics Accessories,Net Banking,Faridabad,0,0
TXN05830,USR05830,DEV05830,14-01-2023 16:01:51,44209.7674,M00162,Beverages,Crypto,Raipur,1,0
TXN05831,USR05831,DEV05831,11-07-2022 01:14:45,29362.63895,M00330,Utilities,EMI,Salem,1,0
TXN05832,USR05832,DEV05832,07-04-2025 19:52:10,49610.12148,M00477,Photography,Credit Card,Gwalior,0,0
TXN05833,USR05833,DEV05833,06-01-2020 01:15:23,26344.41504,M00359,Utilities,Credit Card,Meerut,1,0
TXN05834,USR05834,DEV05834,08-01-2020 01:25:10,34375.54898,M00211,Gaming,EMI,Jalandhar,1,0
TXN05835,USR05835,DEV05835,14-12-2022 12:31:34,36607.86361,M00201,Car Rental,Net Banking,Tiruchirappalli,0,0
TXN05836,USR05836,DEV05836,12-12-2024 02:40:19,31799.21455,M00297,Pet Supplies,Cheque,Jabalpur,0,0
TXN05837,USR05837,DEV05837,03-01-2020 17:26:03,26142.5912,M00330,Jewelry,EMI,Ahmedabad,1,0
TXN05838,USR05838,DEV05838,12-02-2022 23:40:02,13162.83032,M00243,Photography,Cheque,Navi Mumbai,0,0
TXN05839,USR05839,DEV05839,04-08-2022 12:54:39,47213.62435,M00203,Mobile Recharge,EMI,Bangalore,0,0
TXN05840,USR05840,DEV05840,05-10-2022 13:21:37,48549.84373,M00187,Sports Equipment,Net Banking,Gwalior,0,0
TXN05841,USR05841,DEV05841,27-09-2020 17:29:31,15854.83188,M00458,Fuel,EMI,Salem,1,0
TXN05842,USR05842,DEV05842,08-04-2023 07:50:52,6404.569267,M00078,Music,Debit Card,Jaipur,1,0
TXN05843,USR05843,DEV05843,21-08-2023 09:54:18,6039.506674,M00273,Clothing,EMI,Salem,0,0
TXN05844,USR05844,DEV05844,15-08-2024 01:59:20,17976.80859,M00187,Clothing,Bank Transfer,Kalyan-Dombivli,1,0
TXN05845,USR05845,DEV05845,20-04-2025 14:43:18,26014.05069,M00386,Pharmacy,Credit Card,Meerut,1,0
TXN05846,USR05846,DEV05846,17-07-2020 06:21:54,34696.37538,M00333,Pet Supplies,Cash,Mira-Bhayandar,0,0
TXN05847,USR05847,DEV05847,07-07-2025 01:45:24,27715.97428,M00181,Medicine,Bank Transfer,Jaipur,1,0
TXN05848,USR05848,DEV05848,23-07-2020 22:36:15,5145.557099,M00320,Courier Services,Crypto,Hubli-Dharwad,1,0
TXN05849,USR05849,DEV05849,19-03-2023 09:33:33,2390.910941,M00108,Electronics Accessories,UPI,Visakhapatnam,1,0
TXN05850,USR05850,DEV05850,19-03-2022 05:01:16,1888.754838,M00179,Car Rental,Net Banking,Kalyan-Dombivli,0,0
TXN05851,USR05851,DEV05851,17-03-2020 09:45:45,19973.37774,M00001,Snacks,Bank Transfer,Aurangabad,1,0
TXN05852,USR05852,DEV05852,04-08-2023 21:49:15,5415.357721,M00360,Cinema,Debit Card,Indore,1,0
TXN05853,USR05853,DEV05853,13-02-2020 02:30:37,41189.91547,M00386,Photography,Credit Card,Jodhpur,0,0
TXN05854,USR05854,DEV05854,06-06-2023 10:39:03,30860.97714,M00194,Utilities,Crypto,Ludhiana,0,0
TXN05855,USR05855,DEV05855,14-08-2021 11:40:35,2997.928269,M00182,Fitness,Cash,Raipur,1,0
TXN05856,USR05856,DEV05856,27-02-2025 15:22:12,29410.19369,M00066,Online Services,Cheque,Varanasi,0,0
TXN05857,USR05857,DEV05857,29-11-2021 19:16:56,33988.78823,M00163,Fuel,Cash,Navi Mumbai,1,0
TXN05858,USR05858,DEV05858,02-01-2023 01:09:25,41336.60654,M00016,Pet Supplies,UPI,Agra,0,0
TXN05859,USR05859,DEV05859,07-03-2025 18:31:15,10580.1447,M00434,Hotel Stay,Wallet,Varanasi,1,0
TXN05860,USR05860,DEV05860,20-11-2025 10:40:17,48556.81185,M00363,Jewelry,EMI,Faridabad,1,0
TXN05861,USR05861,DEV05861,03-05-2021 00:44:44,26643.86199,M00015,Wallet Transfer,UPI,Pune,1,0
TXN05862,USR05862,DEV05862,02-04-2025 12:39:29,27585.03733,M00008,Electronics,Net Banking,Madurai,1,0
TXN05863,USR05863,DEV05863,14-07-2025 17:22:48,19043.46428,M00179,Education,Credit Card,Nashik,0,0
TXN05864,USR05864,DEV05864,06-07-2022 20:58:27,29594.60591,M00039,Hardware Store,Credit Card,Ranchi,1,0
TXN05865,USR05865,DEV05865,29-11-2020 10:40:37,25508.87143,M00305,Gaming,EMI,Bangalore,0,0
TXN05866,USR05866,DEV05866,30-12-2021 05:46:16,24232.18832,M00030,Supermarket,Wallet,Vadodara,0,0
TXN05867,USR05867,DEV05867,07-06-2022 04:43:56,8724.479532,M00102,Car Rental,Debit Card,Chandigarh,0,0
TXN05868,USR05868,DEV05868,11-02-2023 14:06:05,29299.81031,M00345,Groceries,EMI,Aurangabad,1,0
TXN05869,USR05869,DEV05869,14-08-2020 15:10:10,3793.868366,M00449,Utilities,Credit Card,Visakhapatnam,1,0
TXN05870,USR05870,DEV05870,22-07-2023 10:21:18,44248.08841,M00067,Beverages,Credit Card,Amritsar,0,0
TXN05871,USR05871,DEV05871,30-05-2025 13:39:10,40766.52714,M00019,Insurance,Credit Card,Ludhiana,0,0
TXN05872,USR05872,DEV05872,01-10-2025 22:07:31,3016.589156,M00377,Beverages,Credit Card,Vasai-Virar,0,0
TXN05873,USR05873,DEV05873,19-05-2024 10:16:50,5309.069826,M00369,Wallet Transfer,Cash,Bangalore,0,0
TXN05874,USR05874,DEV05874,03-08-2024 09:07:55,8347.554721,M00123,Travel,Cheque,Bareilly,0,0
TXN05875,USR05875,DEV05875,10-06-2025 10:26:03,42623.16729,M00121,Clothing,UPI,Varanasi,1,0
TXN05876,USR05876,DEV05876,26-11-2023 05:03:30,12811.06497,M00089,EMI Payment,EMI,Pune,1,0
TXN05877,USR05877,DEV05877,09-03-2020 04:35:45,46475.88107,M00006,Cash Withdrawal,Wallet,Jabalpur,1,0
TXN05878,USR05878,DEV05878,03-05-2020 09:47:09,2387.297371,M00331,Education,Cash,Varanasi,1,0
TXN05879,USR05879,DEV05879,28-10-2022 08:38:37,25406.47923,M00080,Entertainment,Cheque,Bhopal,1,0
TXN05880,USR05880,DEV05880,12-10-2024 19:30:13,4233.317837,M00031,Office Supplies,Debit Card,Nagpur,1,0
TXN05881,USR05881,DEV05881,26-09-2023 12:23:47,13050.03881,M00307,Books,Crypto,Bhopal,1,0
TXN05882,USR05882,DEV05882,17-12-2020 01:13:31,31139.43961,M00108,Gaming,Cheque,Rajkot,1,0
TXN05883,USR05883,DEV05883,04-12-2025 22:07:45,48483.06206,M00403,Books,Credit Card,Chandigarh,0,0
TXN05884,USR05884,DEV05884,15-01-2022 05:04:05,10799.26379,M00150,Toys,Net Banking,Jalandhar,0,0
TXN05885,USR05885,DEV05885,02-06-2021 06:32:50,12549.63192,M00039,Fitness,Credit Card,Visakhapatnam,1,0
TXN05886,USR05886,DEV05886,16-05-2022 23:13:31,23713.6589,M00347,EMI Payment,Crypto,Pune,1,0
TXN05887,USR05887,DEV05887,07-07-2023 23:19:15,28746.63245,M00065,Fuel,Crypto,Vasai-Virar,0,0
