blacklist_id,merchant_id,device_id,user_id,ip_address,reason,added_on
B00018,M00445,D00103,USR03459,192.168.121.85,Suspicious Login Attempt,19-04-2021 14:25:21
B00232,M00262,D00462,USR03460,192.168.243.87,Device Not Recognized,13-06-2021 15:17:00
B00461,M00212,D00135,USR03461,192.168.69.158,Suspicious Refund Pattern,14-07-2022 11:30:49
B00318,M00177,D00334,USR03462,192.168.37.203,Device Not Recognized,27-04-2024 19:13:55
B00385,M00345,D00281,USR03463,192.168.166.112,Suspicious Refund Pattern,19-10-2023 17:10:03
B00143,M00389,D00009,USR03464,192.168.104.123,Duplicate Transaction,01-03-2022 22:22:03
B00127,M00062,D00164,USR03465,192.168.222.214,Transaction Velocity Too High,23-01-2023 22:31:30
B00218,M00439,D00092,USR03466,192.168.16.204,Chargeback History,24-04-2020 21:26:52
B00454,M00389,D00485,USR03467,192.168.133.46,Transaction Velocity Too High,11-06-2025 18:58:44
B00243,M00034,D00280,USR03468,192.168.25.184,Blacklisted Device,15-09-2022 14:47:24
B00171,M00044,D00383,USR03469,192.168.161.61,High Transaction Amount,14-12-2022 13:42:16
B00068,M00094,D00111,USR03470,192.168.28.227,High Transaction Amount,04-09-2025 11:40:59
B00170,M00011,D00496,USR03471,192.168.140.194,Unusual Location Change,25-05-2024 14:12:42
B00105,M00383,D00270,USR03472,192.168.137.148,High Risk Country Login,17-04-2025 14:01:44
B00317,M00400,D00014,USR03473,192.168.79.240,Blacklisted Device,04-07-2020 21:08:26
B00152,M00198,D00437,USR03474,192.168.108.53,IP Address Mismatch,13-06-2020 14:14:11
B00303,M00257,D00205,USR03475,192.168.143.248,Mismatched Billing/Shipping Address,21-07-2021 06:32:53
B00407,M00230,D00074,USR03476,192.168.86.157,Chargeback History,07-04-2020 23:51:34
B00486,M00044,D00008,USR03477,192.168.132.89,Suspicious Login Attempt,17-10-2023 18:14:14
B00048,M00451,D00435,USR03478,192.168.6.93,Blacklisted Device,04-06-2021 10:23:01
B00339,M00269,D00173,USR03479,192.168.54.80,Transaction Velocity Too High,14-09-2022 09:06:22
B00234,M00464,D00486,USR03480,192.168.250.176,IP Address Mismatch,31-01-2022 03:49:17
B00416,M00343,D00023,USR03481,192.168.244.109,Too Many Transactions Quickly,08-06-2020 21:20:56
B00410,M00339,D00500,USR03482,192.168.71.225,Brute Force Login Attempt,07-01-2020 11:44:12
B00202,M00014,D00077,USR03483,192.168.2.242,Chargeback History,01-01-2020 11:01:23
B00009,M00186,D00080,USR03484,192.168.9.253,High Risk Country Login,08-08-2024 07:14:05
B00313,M00120,D00318,USR03485,192.168.68.251,High Transaction Amount,22-05-2024 17:14:02
B00093,M00455,D00265,USR03486,192.168.138.139,Brute Force Login Attempt,07-02-2020 09:47:43
B00021,M00030,D00411,USR03487,192.168.62.131,Blacklisted Device,21-11-2021 04:32:25
B00095,M00475,D00311,USR03488,192.168.191.84,Duplicate Transaction,16-01-2024 01:36:57
B00447,M00175,D00477,USR03489,192.168.117.24,Suspicious Password Reset,11-12-2021 13:27:16
B00231,M00018,D00479,USR03490,192.168.147.233,IP Address Mismatch,20-01-2024 12:04:19
B00079,M00116,D00358,USR03491,192.168.44.237,High Transaction Amount,19-03-2021 12:28:26
B00084,M00175,D00126,USR03492,192.168.152.56,High Transaction Amount,19-02-2022 16:59:55
B00147,M00489,D00289,USR03493,192.168.88.71,Device Not Recognized,27-01-2022 07:51:55
B00104,M00003,D00461,USR03494,192.168.229.248,Chargeback History,18-11-2021 00:07:14
B00063,M00092,D00101,USR03495,192.168.65.144,Abnormal Spending Pattern,02-09-2020 12:20:30
B00393,M00452,D00062,USR03496,192.168.237.142,Chargeback History,28-06-2023 03:30:06
B00463,M00073,D00415,USR03497,192.168.61.226,Suspicious Login Attempt,30-08-2025 06:38:48
B00086,M00083,D00134,USR03498,192.168.109.137,Suspicious Refund Pattern,27-12-2025 14:12:33
B00464,M00007,D00147,USR03499,192.168.217.178,Unverified Email/Phone,14-08-2025 04:53:53
B00462,M00421,D00258,USR03500,192.168.191.52,Multiple Failed Passwords,15-04-2022 19:44:52
B00471,M00267,D00278,USR03501,192.168.176.123,Transaction Velocity Too High,14-09-2020 08:47:25
B00060,M00415,D00479,USR03502,192.168.243.111,High Risk Country Login,03-05-2022 21:35:18
B00130,M00432,D00257,USR03503,192.168.154.2,Mismatched Billing/Shipping Address,08-05-2023 14:26:36
B00398,M00345,D00383,USR03504,192.168.67.6,Proxy/VPN Detected,12-08-2022 12:29:19
B00304,M00100,D00428,USR03505,192.168.14.8,Transaction Velocity Too High,23-08-2020 07:46:52
B00211,M00324,D00477,USR03506,192.168.214.230,Unverified Email/Phone,01-11-2022 14:27:11
B00314,M00038,D00168,USR03507,192.168.171.187,Suspicious Login Attempt,11-10-2023 16:27:17
B00396,M00112,D00408,USR03508,192.168.41.117,Proxy/VPN Detected,15-03-2024 19:02:08
B00012,M00464,D00346,USR03509,192.168.141.161,Unusual Location Change,04-04-2020 15:43:17
B00359,M00206,D00172,USR03510,192.168.213.55,Blacklisted Device,24-03-2021 20:37:53
B00476,M00178,D00462,USR03511,192.168.87.156,Too Many Transactions Quickly,18-12-2021 13:42:20
B00131,M00190,D00379,USR03512,192.168.40.49,Account Accessed From 2 Locations,28-12-2023 18:28:15
B00293,M00160,D00372,USR03513,192.168.213.171,Mismatched Billing/Shipping Address,13-08-2025 14:42:11
B00058,M00153,D00118,USR03514,192.168.228.112,Proxy/VPN Detected,31-12-2020 01:15:25
B00269,M00331,D00204,USR03515,192.168.201.142,IP Address Mismatch,21-06-2025 18:51:43
B00019,M00115,D00460,USR03516,192.168.97.71,Proxy/VPN Detected,17-10-2020 22:04:52
B00418,M00311,D00337,USR03517,192.168.13.34,Duplicate Transaction,04-12-2025 21:56:14
B00475,M00096,D00066,USR03518,192.168.39.226,High Risk Country Login,06-08-2021 03:54:29
B00185,M00140,D00437,USR03519,192.168.69.138,Too Many Transactions Quickly,22-03-2020 20:53:46
B00228,M00475,D00066,USR03520,192.168.84.103,High Risk Country Login,19-05-2021 00:24:22
B00424,M00217,D00317,USR03521,192.168.201.124,Multiple Failed Passwords,10-06-2021 11:57:35
B00077,M00381,D00039,USR03522,192.168.206.212,High Risk Country Login,16-01-2022 20:42:01
B00226,M00084,D00204,USR03523,192.168.87.84,Chargeback History,08-07-2025 11:29:08
B00013,M00372,D00242,USR03524,192.168.55.227,High Risk Country Login,24-08-2023 06:17:32
B00134,M00030,D00158,USR03525,192.168.96.110,Proxy/VPN Detected,27-07-2025 23:54:31
B00199,M00308,D00475,USR03526,192.168.191.111,IP Address Mismatch,03-09-2021 15:40:33
B00319,M00312,D00079,USR03527,192.168.249.147,Abnormal Spending Pattern,25-04-2020 02:14:02
B00011,M00266,D00067,USR03528,192.168.103.203,Chargeback History,14-08-2021 10:03:08
B00297,M00157,D00205,USR03529,192.168.226.107,High Transaction Amount,19-11-2020 19:20:36
B00463,M00146,D00111,USR03530,192.168.35.189,Mismatched Billing/Shipping Address,15-06-2023 23:12:08
B00007,M00146,D00168,USR03531,192.168.63.3,Mismatched Billing/Shipping Address,25-10-2020 23:32:53
B00387,M00376,D00310,USR03532,192.168.148.92,Duplicate Transaction,10-07-2022 19:29:10
B00415,M00307,D00297,USR03533,192.168.163.121,Duplicate Transaction,10-11-2024 05:11:05
B00189,M00099,D00280,USR03534,192.168.227.139,Suspicious Login Attempt,31-07-2024 02:43:54
B00027,M00070,D00044,USR03535,192.168.252.22,Transaction Velocity Too High,25-09-2021 23:16:19
B00293,M00096,D00163,USR03536,192.168.22.20,High Risk Country Login,20-06-2025 22:21:00
B00106,M00120,D00384,USR03537,192.168.22.226,Device Not Recognized,14-04-2021 22:30:22
B00161,M00066,D00432,USR03538,192.168.88.214,Account Accessed From 2 Locations,10-01-2020 19:06:08
B00235,M00343,D00484,USR03539,192.168.232.33,Too Many Transactions Quickly,13-07-2022 02:04:20
B00219,M00008,D00212,USR03540,192.168.145.102,Unusual Location Change,19-11-2025 18:07:38
B00328,M00493,D00030,USR03541,192.168.245.245,Multiple Failed Passwords,13-08-2024 01:27:17
B00197,M00446,D00277,USR03542,192.168.169.188,Transaction Velocity Too High,26-02-2023 00:06:23
B00342,M00005,D00217,USR03543,192.168.192.161,Mismatched Billing/Shipping Address,20-02-2023 14:53:29
B00049,M00070,D00369,USR03544,192.168.194.24,Suspicious Password Reset,19-08-2021 05:46:44
B00243,M00374,D00051,USR03545,192.168.57.118,Unusual Location Change,06-12-2024 13:25:36
B00291,M00056,D00072,USR03546,192.168.133.131,Blacklisted Device,16-08-2025 19:20:16
B00425,M00251,D00296,USR03547,192.168.141.227,Suspicious Refund Pattern,23-10-2023 15:24:45
B00009,M00411,D00353,USR03548,192.168.188.219,Abnormal Spending Pattern,24-10-2024 10:07:02
B00016,M00195,D00287,USR03549,192.168.131.215,Suspicious Login Attempt,25-03-2022 22:09:10
B00475,M00006,D00403,USR03550,192.168.174.231,High Transaction Amount,23-06-2025 00:48:04
B00152,M00060,D00343,USR03551,192.168.180.29,Unusual Location Change,07-06-2020 17:33:04
B00119,M00153,D00324,USR03552,192.168.255.93,Unusual Location Change,30-08-2020 12:41:30
B00203,M00048,D00298,USR03553,192.168.181.229,Suspicious Password Reset,19-09-2021 01:51:53
B00448,M00273,D00247,USR03554,192.168.204.171,Transaction Velocity Too High,07-02-2024 09:59:49
B00049,M00023,D00473,USR03555,192.168.31.217,Proxy/VPN Detected,05-03-2020 23:34:33
B00450,M00084,D00055,USR03556,192.168.7.182,Account Accessed From 2 Locations,27-02-2022 11:34:15
B00269,M00025,D00009,USR03557,192.168.207.69,Transaction Velocity Too High,25-05-2022 04:02:39
B00393,M00094,D00338,USR03558,192.168.135.200,Suspicious Password Reset,23-03-2021 04:39:12
B00386,M00249,D00282,USR03559,192.168.141.99,Proxy/VPN Detected,16-11-2022 22:59:16
B00361,M00073,D00226,USR03560,192.168.52.222,Chargeback History,23-07-2025 09:01:10
B00141,M00179,D00235,USR03561,192.168.145.207,Transaction Velocity Too High,27-09-2025 16:05:06
B00422,M00309,D00432,USR03562,192.168.205.134,Suspicious Refund Pattern,02-12-2020 12:31:50
B00036,M00108,D00144,USR03563,192.168.210.7,IP Address Mismatch,10-09-2022 00:26:47
B00322,M00122,D00336,USR03564,192.168.70.77,Account Accessed From 2 Locations,28-09-2022 22:56:52
B00055,M00466,D00001,USR03565,192.168.41.56,Account Accessed From 2 Locations,23-03-2020 02:15:15
B00206,M00014,D00288,USR03566,192.168.173.98,Brute Force Login Attempt,25-10-2023 04:40:50
B00002,M00158,D00160,USR03567,192.168.174.71,Device Not Recognized,25-09-2020 08:14:55
B00018,M00111,D00245,USR03568,192.168.212.51,Chargeback History,07-12-2022 17:00:13
B00461,M00324,D00036,USR03569,192.168.66.70,High Transaction Amount,11-02-2023 23:45:09
B00463,M00134,D00051,USR03570,192.168.104.175,Proxy/VPN Detected,30-04-2024 10:41:56
B00302,M00131,D00145,USR03571,192.168.52.254,IP Address Mismatch,20-04-2025 03:45:37
B00061,M00135,D00207,USR03572,192.168.51.141,Duplicate Transaction,24-07-2024 09:15:40
B00172,M00092,D00077,USR03573,192.168.103.107,Too Many Transactions Quickly,05-11-2022 07:37:31
B00463,M00032,D00192,USR03574,192.168.226.110,Brute Force Login Attempt,28-11-2025 06:30:37
B00103,M00312,D00273,USR03575,192.168.119.60,Suspicious Password Reset,02-02-2025 15:14:19
B00070,M00184,D00163,USR03576,192.168.7.42,IP Address Mismatch,02-02-2024 09:13:13
B00050,M00313,D00081,USR03577,192.168.179.3,Blacklisted Device,04-04-2020 17:40:22
B00094,M00495,D00162,USR03578,192.168.144.189,Duplicate Transaction,26-08-2022 10:36:21
B00464,M00401,D00259,USR03579,192.168.216.94,Suspicious Login Attempt,11-12-2020 00:08:30
B00481,M00445,D00481,USR03580,192.168.226.62,Transaction Velocity Too High,04-08-2024 09:53:50
B00206,M00399,D00253,USR03581,192.168.99.214,Suspicious Login Attempt,29-06-2023 15:07:57
B00194,M00232,D00349,USR03582,192.168.131.32,Account Accessed From 2 Locations,23-03-2024 16:49:47
B00431,M00100,D00472,USR03583,192.168.79.91,Proxy/VPN Detected,19-12-2023 16:40:54
B00027,M00019,D00460,USR03584,192.168.25.34,Blacklisted Device,01-07-2025 07:49:56
B00169,M00063,D00380,USR03585,192.168.61.90,Brute Force Login Attempt,25-01-2021 22:39:42
B00351,M00369,D00483,USR03586,192.168.238.169,Multiple Failed Passwords,24-06-2022 17:24:58
B00409,M00174,D00158,USR03587,192.168.32.22,Suspicious Login Attempt,27-10-2024 04:44:55
B00206,M00176,D00244,USR03588,192.168.104.60,Abnormal Spending Pattern,10-07-2020 07:16:50
B00239,M00457,D00432,USR03589,192.168.138.37,Account Accessed From 2 Locations,18-11-2023 18:10:10
B00244,M00425,D00425,USR03590,192.168.121.36,Duplicate Transaction,19-08-2022 03:54:21
B00228,M00256,D00128,USR03591,192.168.187.30,Unverified Email/Phone,07-03-2021 01:56:57
B00017,M00125,D00302,USR03592,192.168.208.15,Account Accessed From 2 Locations,09-12-2024 08:56:02
B00112,M00162,D00303,USR03593,192.168.102.26,Mismatched Billing/Shipping Address,05-12-2023 20:26:12
B00148,M00123,D00425,USR03594,192.168.63.193,Unusual Location Change,22-01-2020 21:37:19
B00487,M00418,D00251,USR03595,192.168.20.203,Proxy/VPN Detected,06-06-2020 07:39:18
B00069,M00155,D00277,USR03596,192.168.178.79,Mismatched Billing/Shipping Address,29-11-2023 02:27:16
B00337,M00062,D00109,USR03597,192.168.80.81,Multiple Failed Passwords,04-07-2021 05:37:52
B00261,M00182,D00096,USR03598,192.168.123.166,Proxy/VPN Detected,01-05-2025 15:30:13
B00123,M00394,D00261,USR03599,192.168.27.161,Too Many Transactions Quickly,05-06-2025 21:47:05
B00395,M00495,D00157,USR03600,192.168.194.242,Unverified Email/Phone,26-07-2025 14:39:19
B00128,M00321,D00030,USR03601,192.168.31.181,Proxy/VPN Detected,26-06-2023 11:15:39
B00414,M00433,D00111,USR03602,192.168.116.130,Unusual Location Change,21-09-2022 07:35:18
B00186,M00073,D00239,USR03603,192.168.155.183,Too Many Transactions Quickly,06-07-2020 21:58:23
B00262,M00110,D00245,USR03604,192.168.114.28,Transaction Velocity Too High,24-12-2020 12:38:12
B00060,M00159,D00364,USR03605,192.168.225.150,Too Many Transactions Quickly,24-08-2025 04:11:23
B00159,M00137,D00258,USR03606,192.168.240.170,High Transaction Amount,10-08-2025 00:56:12
B00130,M00226,D00110,USR03607,192.168.157.48,IP Address Mismatch,15-03-2025 23:12:28
B00278,M00346,D00131,USR03608,192.168.94.39,Abnormal Spending Pattern,02-01-2023 16:58:59
B00158,M00030,D00314,USR03609,192.168.16.105,Chargeback History,09-01-2021 17:46:24
B00104,M00331,D00082,USR03610,192.168.41.176,Mismatched Billing/Shipping Address,12-05-2025 04:19:03
B00480,M00232,D00009,USR03611,192.168.11.113,Suspicious Login Attempt,07-12-2023 16:29:15
B00287,M00338,D00022,USR03612,192.168.247.32,Unverified Email/Phone,25-09-2023 01:46:54
B00029,M00347,D00082,USR03613,192.168.246.93,Unusual Location Change,24-07-2021 17:51:57
B00024,M00402,D00411,USR03614,192.168.35.125,Suspicious Password Reset,20-05-2021 04:27:32
B00331,M00500,D00295,USR03615,192.168.218.244,Proxy/VPN Detected,05-09-2020 23:40:57
B00370,M00417,D00150,USR03616,192.168.155.250,Account Accessed From 2 Locations,17-09-2025 02:49:46
B00128,M00342,D00026,USR03617,192.168.167.78,IP Address Mismatch,07-12-2022 02:48:58
B00023,M00140,D00006,USR03618,192.168.211.90,Chargeback History,22-06-2021 12:43:52
B00254,M00415,D00487,USR03619,192.168.198.46,Device Not Recognized,27-12-2022 18:08:30
B00403,M00033,D00061,USR03620,192.168.246.163,Suspicious Login Attempt,25-03-2024 06:23:35
B00012,M00431,D00340,USR03621,192.168.160.161,Proxy/VPN Detected,05-06-2023 12:14:49
B00296,M00483,D00108,USR03622,192.168.178.169,High Transaction Amount,28-06-2023 14:32:20
B00255,M00035,D00188,USR03623,192.168.241.22,High Risk Country Login,20-02-2021 05:58:40
B00063,M00250,D00042,USR03624,192.168.123.79,Unusual Location Change,05-08-2025 00:51:13
B00320,M00257,D00418,USR03625,192.168.93.45,Mismatched Billing/Shipping Address,22-09-2025 08:09:25
B00016,M00437,D00037,USR03626,192.168.76.233,Chargeback History,27-03-2025 21:26:41
B00029,M00244,D00256,USR03627,192.168.77.14,Abnormal Spending Pattern,16-12-2024 11:29:54
B00444,M00343,D00384,USR03628,192.168.184.196,Proxy/VPN Detected,25-11-2020 03:00:01
B00418,M00468,D00154,USR03629,192.168.168.42,Unverified Email/Phone,19-08-2025 11:29:42
B00086,M00071,D00369,USR03630,192.168.234.164,Suspicious Refund Pattern,03-04-2024 09:47:24
B00129,M00491,D00250,USR03631,192.168.191.231,Suspicious Login Attempt,19-05-2020 02:26:58
B00326,M00017,D00424,USR03632,192.168.153.4,Mismatched Billing/Shipping Address,04-02-2021 05:31:31
B00343,M00333,D00289,USR03633,192.168.34.182,High Transaction Amount,13-05-2021 04:40:31
B00183,M00339,D00093,USR03634,192.168.124.39,Proxy/VPN Detected,13-02-2023 04:24:00
B00221,M00203,D00116,USR03635,192.168.203.28,Device Not Recognized,12-12-2024 02:16:59
B00429,M00149,D00399,USR03636,192.168.0.15,Mismatched Billing/Shipping Address,02-05-2025 07:32:48
B00454,M00151,D00246,USR03637,192.168.219.169,Duplicate Transaction,22-04-2020 10:18:40
B00087,M00366,D00312,USR03638,192.168.202.159,Chargeback History,20-04-2022 20:19:21
B00002,M00480,D00434,USR03639,192.168.9.98,Unusual Location Change,30-10-2025 19:33:11
B00102,M00314,D00243,USR03640,192.168.246.189,Chargeback History,07-03-2020 09:39:55
B00243,M00237,D00395,USR03641,192.168.124.226,Mismatched Billing/Shipping Address,27-03-2022 21:29:36
B00302,M00268,D00443,USR03642,192.168.232.120,Chargeback History,11-02-2022 21:24:19
B00378,M00167,D00228,USR03643,192.168.100.112,Suspicious Password Reset,19-12-2022 22:21:09
B00305,M00200,D00074,USR03644,192.168.241.156,Suspicious Refund Pattern,28-04-2023 05:51:56
B00221,M00006,D00493,USR03645,192.168.28.166,IP Address Mismatch,05-03-2022 02:18:08
B00296,M00130,D00459,USR03646,192.168.7.174,Too Many Transactions Quickly,03-01-2022 20:17:49
B00460,M00382,D00081,USR03647,192.168.70.162,Transaction Velocity Too High,08-07-2020 10:42:51
B00474,M00175,D00271,USR03648,192.168.185.197,High Risk Country Login,28-12-2025 20:50:58
B00426,M00176,D00465,USR03649,192.168.241.66,Unverified Email/Phone,10-06-2021 19:51:23
B00257,M00396,D00178,USR03650,192.168.173.112,Device Not Recognized,09-03-2024 12:00:33
B00211,M00441,D00500,USR03651,192.168.7.160,Proxy/VPN Detected,07-02-2022 01:46:21
B00068,M00465,D00403,USR03652,192.168.33.4,Unusual Location Change,01-10-2023 16:01:29
B00407,M00114,D00244,USR03653,192.168.30.21,Brute Force Login Attempt,09-02-2024 23:41:33
B00439,M00337,D00010,USR03654,192.168.35.188,Proxy/VPN Detected,07-12-2022 06:09:11
B00401,M00401,D00018,USR03655,192.168.70.203,IP Address Mismatch,16-05-2024 06:23:35
B00045,M00223,D00324,USR03656,192.168.78.108,Suspicious Login Attempt,22-09-2021 04:57:59
B00428,M00131,D00020,USR03657,192.168.234.145,Mismatched Billing/Shipping Address,23-02-2020 23:15:23
B00436,M00185,D00347,USR03658,192.168.163.3,Unusual Location Change,06-06-2024 06:15:14
B00275,M00203,D00256,USR03659,192.168.240.157,Chargeback History,21-10-2022 11:12:50
B00316,M00349,D00175,USR03660,192.168.35.40,Suspicious Password Reset,24-03-2024 00:58:02
B00178,M00399,D00392,USR03661,192.168.125.89,Chargeback History,20-04-2025 02:35:37
B00487,M00323,D00257,USR03662,192.168.190.248,Unverified Email/Phone,04-10-2023 02:23:47
B00047,M00459,D00092,USR03663,192.168.224.127,Unusual Location Change,15-09-2024 02:42:44
B00146,M00153,D00261,USR03664,192.168.169.2,Suspicious Refund Pattern,18-07-2021 01:55:32
B00312,M00465,D00430,USR03665,192.168.238.47,Abnormal Spending Pattern,20-09-2024 06:42:02
B00156,M00340,D00438,USR03666,192.168.82.23,Unverified Email/Phone,08-02-2023 10:19:55
B00441,M00157,D00119,USR03667,192.168.81.178,High Risk Country Login,25-12-2022 04:25:02
B00300,M00356,D00286,USR03668,192.168.34.73,Blacklisted Device,10-07-2022 22:51:13
B00129,M00294,D00413,USR03669,192.168.230.248,Unverified Email/Phone,24-11-2021 08:49:21
B00260,M00069,D00258,USR03670,192.168.235.51,IP Address Mismatch,19-07-2021 07:29:00
B00183,M00231,D00294,USR03671,192.168.33.83,Suspicious Login Attempt,21-09-2022 11:51:09
B00037,M00148,D00371,USR03672,192.168.11.232,Chargeback History,02-07-2025 15:42:26
B00178,M00496,D00219,USR03673,192.168.29.125,Unverified Email/Phone,15-07-2025 23:44:54
B00472,M00239,D00148,USR03674,192.168.248.43,Too Many Transactions Quickly,29-07-2021 09:45:10
B00016,M00021,D00472,USR03675,192.168.196.216,High Risk Country Login,26-06-2025 07:32:08
B00049,M00150,D00433,USR03676,192.168.115.34,High Transaction Amount,20-11-2024 20:08:50
B00123,M00295,D00318,USR03677,192.168.52.34,Multiple Failed Passwords,27-03-2024 05:34:48
B00293,M00412,D00477,USR03678,192.168.78.181,Account Accessed From 2 Locations,18-04-2022 18:50:49
B00203,M00183,D00319,USR03679,192.168.31.157,Suspicious Login Attempt,27-12-2020 05:39:14
B00297,M00237,D00195,USR03680,192.168.203.151,Mismatched Billing/Shipping Address,06-01-2022 01:09:47
B00065,M00212,D00074,USR03681,192.168.226.98,Account Accessed From 2 Locations,23-02-2020 12:33:18
B00263,M00309,D00036,USR03682,192.168.131.173,Transaction Velocity Too High,07-01-2021 18:24:50
B00232,M00067,D00434,USR03683,192.168.213.212,Suspicious Password Reset,20-07-2022 09:45:08
B00410,M00370,D00362,USR03684,192.168.237.247,Suspicious Refund Pattern,10-08-2022 08:52:28
B00243,M00363,D00499,USR03685,192.168.184.87,Chargeback History,04-04-2021 10:06:54
B00099,M00238,D00275,USR03686,192.168.3.133,Multiple Failed Passwords,06-02-2025 08:37:07
B00384,M00354,D00386,USR03687,192.168.89.44,Proxy/VPN Detected,07-08-2020 01:36:36
B00092,M00280,D00130,USR03688,192.168.74.109,High Risk Country Login,11-01-2023 19:31:36
B00437,M00470,D00033,USR03689,192.168.246.154,Brute Force Login Attempt,26-05-2022 01:42:49
B00492,M00403,D00367,USR03690,192.168.211.187,Too Many Transactions Quickly,28-01-2022 23:34:33
B00166,M00099,D00073,USR03691,192.168.112.111,Brute Force Login Attempt,09-07-2020 02:17:13
B00295,M00062,D00362,USR03692,192.168.213.40,Too Many Transactions Quickly,05-07-2023 14:12:59
B00412,M00179,D00125,USR03693,192.168.166.205,High Risk Country Login,11-11-2024 05:39:27
B00079,M00278,D00247,USR03694,192.168.126.155,Brute Force Login Attempt,27-03-2020 17:21:52
B00190,M00250,D00487,USR03695,192.168.92.7,Account Accessed From 2 Locations,30-07-2025 20:30:16
B00236,M00087,D00054,USR03696,192.168.58.233,Chargeback History,12-01-2024 17:49:49
B00349,M00255,D00467,USR03697,192.168.56.68,Proxy/VPN Detected,17-11-2020 00:03:14
B00258,M00027,D00405,USR03698,192.168.89.232,Too Many Transactions Quickly,08-03-2020 14:50:09
B00052,M00157,D00040,USR03699,192.168.156.31,Suspicious Refund Pattern,19-03-2021 15:06:34
B00104,M00052,D00020,USR03700,192.168.132.97,Duplicate Transaction,28-01-2025 01:29:54
B00371,M00420,D00026,USR03701,192.168.81.185,Multiple Failed Passwords,03-05-2025 14:05:44
B00226,M00127,D00344,USR03702,192.168.166.94,Multiple Failed Passwords,15-01-2024 07:12:14
B00125,M00039,D00454,USR03703,192.168.86.206,Suspicious Password Reset,02-03-2023 05:43:24
B00096,M00386,D00047,USR03704,192.168.215.82,Account Accessed From 2 Locations,08-10-2022 19:43:13
B00031,M00384,D00378,USR03705,192.168.92.194,Unusual Location Change,13-02-2025 04:17:32
B00314,M00372,D00311,USR03706,192.168.151.139,Blacklisted Device,22-03-2021 01:46:40
B00013,M00030,D00326,USR03707,192.168.48.189,Chargeback History,11-11-2023 06:51:25
B00005,M00452,D00296,USR03708,192.168.17.151,High Transaction Amount,09-12-2022 12:16:56
B00224,M00471,D00243,USR03709,192.168.44.106,Unverified Email/Phone,17-02-2022 02:59:36
B00443,M00283,D00385,USR03710,192.168.250.122,Proxy/VPN Detected,27-08-2023 17:09:52
B00405,M00038,D00092,USR03711,192.168.151.166,Multiple Failed Passwords,15-02-2021 15:56:26
B00281,M00441,D00127,USR03712,192.168.131.148,Unusual Location Change,15-08-2024 06:33:31
B00081,M00207,D00222,USR03713,192.168.182.93,Duplicate Transaction,16-01-2022 21:18:08
B00495,M00100,D00341,USR03714,192.168.14.155,Suspicious Refund Pattern,21-12-2022 07:59:23
B00394,M00086,D00132,USR03715,192.168.245.171,Brute Force Login Attempt,21-03-2023 23:04:30
B00348,M00236,D00377,USR03716,192.168.209.3,Multiple Failed Passwords,03-07-2023 12:18:47
B00001,M00344,D00162,USR03717,192.168.87.60,Proxy/VPN Detected,23-09-2025 13:58:30
B00010,M00491,D00047,USR03718,192.168.27.51,Unverified Email/Phone,17-08-2023 22:51:28
B00246,M00130,D00365,USR03719,192.168.215.84,Duplicate Transaction,21-12-2024 14:58:33
B00311,M00422,D00191,USR03720,192.168.123.152,Blacklisted Device,17-10-2025 03:55:48
B00437,M00383,D00383,USR03721,192.168.45.127,Mismatched Billing/Shipping Address,03-10-2025 18:55:56
B00473,M00433,D00440,USR03722,192.168.202.42,Unusual Location Change,05-02-2025 18:02:50
B00011,M00376,D00040,USR03723,192.168.107.28,Suspicious Password Reset,04-11-2020 13:17:59
B00280,M00442,D00459,USR03724,192.168.181.27,Chargeback History,31-03-2021 07:15:46
B00114,M00149,D00366,USR03725,192.168.219.252,Brute Force Login Attempt,13-07-2025 09:22:19
B00470,M00484,D00104,USR03726,192.168.172.237,Brute Force Login Attempt,22-11-2025 20:58:23
B00319,M00208,D00241,USR03727,192.168.9.20,Device Not Recognized,01-10-2025 12:06:52
B00044,M00401,D00001,USR03728,192.168.5.27,Transaction Velocity Too High,04-05-2022 02:46:41
B00097,M00377,D00338,USR03729,192.168.159.72,Too Many Transactions Quickly,13-08-2020 18:20:42
B00199,M00270,D00119,USR03730,192.168.102.132,Suspicious Login Attempt,20-08-2023 05:20:36
B00156,M00271,D00010,USR03731,192.168.36.127,High Risk Country Login,07-12-2020 18:29:24
B00236,M00177,D00021,USR03732,192.168.206.89,High Transaction Amount,08-09-2020 19:38:33
B00198,M00404,D00153,USR03733,192.168.129.146,Device Not Recognized,05-07-2024 13:11:23
B00154,M00051,D00005,USR03734,192.168.161.237,Suspicious Refund Pattern,06-09-2020 09:38:29
B00262,M00187,D00233,USR03735,192.168.90.203,Too Many Transactions Quickly,28-05-2023 23:11:11
B00177,M00075,D00327,USR03736,192.168.61.85,Unverified Email/Phone,01-04-2021 23:36:24
B00477,M00492,D00323,USR03737,192.168.254.53,Too Many Transactions Quickly,14-10-2024 08:53:52
B00251,M00321,D00479,USR03738,192.168.69.158,Device Not Recognized,02-08-2024 10:32:47
B00459,M00159,D00331,USR03739,192.168.23.218,Device Not Recognized,11-09-2023 00:31:58
B00340,M00498,D00477,USR03740,192.168.94.245,Too Many Transactions Quickly,03-08-2022 00:59:46
B00154,M00428,D00088,USR03741,192.168.141.180,Abnormal Spending Pattern,27-10-2020 21:02:12
B00108,M00363,D00227,USR03742,192.168.45.125,Blacklisted Device,17-08-2024 00:34:33
