user_id,merchant_id,merchant_name,merchant_category  ,city,is_blacklisted
USR02740,M00184,IndiaDeals,E-Commerce,Raipur,0
USR02741,M00375,TrendyCart,Fashion & Apparel,Kalyan-Dombivli,1
USR02742,M00323,CityCab Travels,Travel & Transport,Bhopal,0
USR02743,M00483,MetroTaxi Services,Travel & Transport,Hyderabad,0
USR02744,M00326,Apollo Pharmacy,Health & Medical,Bareilly,0
USR02745,M00312,HomeZone,Home & Furniture,Nagpur,0
USR02746,M00335,Biryani House,Food & Beverages,Bhubaneswar,1
USR02747,M00090,FoodPlus,Grocery & Supermarket,Mysore,0
USR02748,M00477,MasterArt Studio,Services,Pune,1
USR02749,M00443,DailyNeeds Superstore,Grocery & Supermarket,Pimpri-Chinchwad,1
USR02750,M00337,SmartTech,Electronics,Rajkot,0
USR02751,M00160,FlexiFunds,Finance & Payment,Ahmedabad,1
USR02752,M00150,SweetCorner,Food & Beverages,Nagpur,0
USR02753,M00204,DealBucket,E-Commerce,Faridabad,0
USR02754,M00447,HomeZone,Home & Furniture,Moradabad,1
USR02755,M00110,HomeBasket,Grocery & Supermarket,Pimpri-Chinchwad,1
USR02756,M00174,Mobile Planet,Electronics,Pune,0
USR02757,M00059,SweetCorner,Food & Beverages,Howrah,1
USR02758,M00178,MegaOnline,E-Commerce,Jaipur,0
USR02759,M00147,Mobile Planet,Electronics,Madurai,0
USR02760,M00079,StreetStyle,Fashion & Apparel,Ahmedabad,1
USR02761,M00442,Biryani House,Food & Beverages,Kolkata,1
USR02762,M00182,TechStreet,Electronics,Chandigarh,0
USR02763,M00454,PharmaTrust,Health & Medical,Raipur,1
USR02764,M00019,EliteSaloon & Spa,Services,Madurai,0
USR02765,M00281,Lifewell Medicals,Health & Medical,Mira-Bhayandar,0
USR02766,M00483,HealthFirst Pharmacy,Health & Medical,Surat,1
USR02767,M00253,Device Galaxy,Electronics,Allahabad,0
USR02768,M00340,BuyBoss,E-Commerce,Vijayawada,0
USR02769,M00428,ClothCraft,Fashion & Apparel,Srinagar,0
USR02770,M00338,MegaMart,Fashion & Apparel,Bangalore,1
USR02771,M00364,Medline Wellness,Health & Medical,Visakhapatnam,1
USR02772,M00390,Device Galaxy,Electronics,Vijayawada,1
USR02773,M00190,PharmaTrust,Health & Medical,Ranchi,1
USR02774,M00141,MediCart Store,Health & Medical,Patna,1
USR02775,M00187,TrendyCart,Fashion & Apparel,Meerut,0
USR02776,M00317,RoyalBazaar,Fashion & Apparel,Ranchi,0
USR02777,M00452,WoodArt Furniture,Home & Furniture,Gwalior,0
USR02778,M00417,Royal Interiors,Home & Furniture,Chandigarh,0
USR02779,M00412,MegaMart,Fashion & Apparel,Solapur,1
USR02780,M00484,SafePay Solutions,Finance & Payment,Varanasi,1
USR02781,M00484,FastWheels Rental,Travel & Transport,Kolkata,1
USR02782,M00050,HealthFirst Pharmacy,Health & Medical,Allahabad,1
USR02783,M00446,ClothCraft,Fashion & Apparel,Pimpri-Chinchwad,0
USR02784,M00150,FoodKing,Food & Beverages,Gwalior,1
USR02785,M00408,Pizza Planet,Food & Beverages,Jaipur,1
USR02786,M00355,QuickPay Systems,Finance & Payment,Jaipur,0
USR02787,M00435,FlyHigh Airlines,Travel & Transport,Jabalpur,0
USR02788,M00090,Creative Media,Services,Vasai-Virar,1
USR02789,M00469,Burger World,Food & Beverages,Nashik,1
USR02790,M00315,PrimeDecor,Home & Furniture,Nagpur,0
USR02791,M00334,FreshChoice,Grocery & Supermarket,Ranchi,0
USR02792,M00231,TrendZone,Fashion & Apparel,Bhubaneswar,0
USR02793,M00070,Kebab Junction,Food & Beverages,Tiruchirappalli,1
USR02794,M00463,Device Galaxy,Electronics,Ranchi,0
USR02795,M00304,TrendZone,Fashion & Apparel,Thane,0
USR02796,M00035,FreshStyle,Fashion & Apparel,Guwahati,0
USR02797,M00208,TechStreet,Electronics,Allahabad,0
USR02798,M00398,DecorPoint,Home & Furniture,Mira-Bhayandar,0
USR02799,M00353,BusFleet Online,Travel & Transport,Bareilly,1
USR02800,M00286,TasteWaves,Food & Beverages,Navi Mumbai,1
USR02801,M00092,UrbanWear,Fashion & Apparel,Mumbai,1
USR02802,M00208,India Tour Trip,Travel & Transport,Ghaziabad,1
USR02803,M00291,Pizza Planet,Food & Beverages,Meerut,0
USR02804,M00171,GlobalMall,E-Commerce,Tiruchirappalli,1
USR02805,M00080,FoodPlus,Grocery & Supermarket,Howrah,1
USR02806,M00463,EasyDay Mart,Grocery & Supermarket,Raipur,1
USR02807,M00250,ClothCraft,Fashion & Apparel,Bangalore,1
USR02808,M00037,TrendyCart,Fashion & Apparel,Aurangabad,1
USR02809,M00287,Burger World,Food & Beverages,Hyderabad,0
USR02810,M00390,ShopFlix,E-Commerce,Ghaziabad,1
USR02811,M00149,CartCity,E-Commerce,Nashik,1
USR02812,M00339,RoadMate Cars,Travel & Transport,Ghaziabad,0
USR02813,M00465,HomeBasket,Grocery & Supermarket,Mumbai,1
USR02814,M00052,HealthFirst Pharmacy,Health & Medical,Jalandhar,0
USR02815,M00165,Pizza Planet,Food & Beverages,Mumbai,0
USR02816,M00169,HomeZone,Home & Furniture,Chennai,0
USR02817,M00078,LoanBridge Pvt Ltd,Finance & Payment,Hubli-Dharwad,1
USR02818,M00040,ProFix Repairs,Services,Rajkot,1
USR02819,M00015,StreetStyle,Fashion & Apparel,Navi Mumbai,0
USR02820,M00420,FlyHigh Airlines,Travel & Transport,Gurgaon,1
USR02821,M00214,SmartGrocer,Grocery & Supermarket,Dhanbad,0
USR02822,M00496,EasyDay Mart,Grocery & Supermarket,Ranchi,0
USR02823,M00274,ChaiWala Express,Food & Beverages,Solapur,0
USR02824,M00012,India Tour Trip,Travel & Transport,Ghaziabad,0
USR02825,M00498,IndiaDeals,E-Commerce,Mumbai,1
USR02826,M00492,RoyalBazaar,Fashion & Apparel,Pune,0
USR02827,M00349,India Tour Trip,Travel & Transport,Vasai-Virar,0
USR02828,M00440,KartPlanet,E-Commerce,Mysore,1
USR02829,M00135,Sparkle Cleaning,Services,Jodhpur,1
USR02830,M00377,FinTrust Corp,Finance & Payment,Jabalpur,0
USR02831,M00477,SmartGrocer,Grocery & Supermarket,Delhi,1
USR02832,M00469,TrendZone,Fashion & Apparel,Vadodara,0
USR02833,M00367,SafePay Solutions,Finance & Payment,Jalandhar,0
USR02834,M00301,CyberStore,Electronics,Surat,1
USR02835,M00410,Biryani House,Food & Beverages,Moradabad,1
USR02836,M00283,SweetCorner,Food & Beverages,Aligarh,0
USR02837,M00033,CyberStore,Electronics,Delhi,1
USR02838,M00097,UrbanWear,Fashion & Apparel,Nagpur,1
USR02839,M00047,GoldenGym Fitness,Other,Meerut,1
USR02840,M00099,StreetStyle,Fashion & Apparel,Surat,1
USR02841,M00034,ShopFlix,E-Commerce,Meerut,1
USR02842,M00482,MicroCredit India,Finance & Payment,Kalyan-Dombivli,0
USR02843,M00331,Device Galaxy,Electronics,Allahabad,1
USR02844,M00181,FreshMart,Grocery & Supermarket,Raipur,1
USR02845,M00179,India Tour Trip,Travel & Transport,Coimbatore,1
USR02846,M00021,TrendyCart,Fashion & Apparel,Mumbai,1
USR02847,M00415,CartCity,E-Commerce,Kalyan-Dombivli,0
USR02848,M00463,BuyBoss,E-Commerce,Delhi,1
USR02849,M00110,FlyHigh Airlines,Travel & Transport,Kota,0
USR02850,M00416,HomeCraft Furnish,Home & Furniture,Surat,1
USR02851,M00034,FreshStyle,Fashion & Apparel,Kolkata,1
USR02852,M00490,Sparkle Cleaning,Services,Moradabad,0
USR02853,M00286,UrbanWear,Fashion & Apparel,Guwahati,1
USR02854,M00316,FashionBay,Fashion & Apparel,Nagpur,1
USR02855,M00268,FreshChoice,Grocery & Supermarket,Indore,1
USR02856,M00229,SafePay Solutions,Finance & Payment,Thane,1
USR02857,M00060,CyberStore,Electronics,Patna,1
USR02858,M00227,GreenFarm Store,Grocery & Supermarket,Jaipur,0
USR02859,M00062,Lifewell Medicals,Health & Medical,Ludhiana,1
USR02860,M00129,RapidPay Services,Finance & Payment,Coimbatore,1
USR02861,M00302,CityCab Travels,Travel & Transport,Patna,1
USR02862,M00207,MegaOnline,E-Commerce,Ghaziabad,0
USR02863,M00333,BharatMoney Transfer,Finance & Payment,Ahmedabad,0
USR02864,M00362,QuickBasket,Grocery & Supermarket,Patna,1
USR02865,M00288,UrbanCafe,Food & Beverages,Kolkata,1
USR02866,M00390,GlobalMall,E-Commerce,Visakhapatnam,0
USR02867,M00266,RapidPay Services,Finance & Payment,Chennai,0
USR02868,M00082,SkillHub Learning,Services,Amritsar,0
USR02869,M00328,StreetStyle,Fashion & Apparel,Srinagar,1
USR02870,M00085,MasterArt Studio,Services,Aurangabad,1
USR02871,M00060,EventPlus Management,Services,Allahabad,1
USR02872,M00143,QuickBasket,Grocery & Supermarket,Agra,0
USR02873,M00119,TechWorld,Electronics,Jalandhar,1
USR02874,M00213,RapidPay Services,Finance & Payment,Madurai,1
USR02875,M00141,FoodPlus,Grocery & Supermarket,Srinagar,0
USR02876,M00100,QuickBasket,Grocery & Supermarket,Thane,1
USR02877,M00228,StyleHub,Fashion & Apparel,Bangalore,1
USR02878,M00389,ShopFlix,E-Commerce,Jaipur,0
USR02879,M00136,DecorPoint,Home & Furniture,Agra,1
USR02880,M00025,Kebab Junction,Food & Beverages,Jaipur,1
USR02881,M00134,KartPlanet,E-Commerce,Coimbatore,1
USR02882,M00126,UrbanSheets,Home & Furniture,Salem,1
USR02883,M00459,SkillHub Learning,Services,Mira-Bhayandar,0
USR02884,M00081,ElectroHub,Electronics,Vijayawada,1
USR02885,M00284,BharatMoney Transfer,Finance & Payment,Faridabad,0
USR02886,M00250,HealthPlus Clinic,Health & Medical,Bhubaneswar,1
USR02887,M00368,RoyalBazaar,Fashion & Apparel,Salem,0
USR02888,M00438,GoldenGym Fitness,Other,Jodhpur,1
USR02889,M00305,FastWheels Rental,Travel & Transport,Varanasi,0
USR02890,M00109,SmartTech,Electronics,Coimbatore,1
USR02891,M00102,ShopFlix,E-Commerce,Tiruchirappalli,1
USR02892,M00070,Sparkle Cleaning,Services,Salem,0
USR02893,M00193,SpiceNation,Food & Beverages,Srinagar,1
USR02894,M00341,FinTrust Corp,Finance & Payment,Agra,1
USR02895,M00128,GoldenGym Fitness,Other,Agra,0
USR02896,M00208,EliteSaloon & Spa,Services,Vadodara,1
USR02897,M00485,DecorPoint,Home & Furniture,Aligarh,0
USR02898,M00366,DecorPoint,Home & Furniture,Dhanbad,1
USR02899,M00297,PaySmart Wallet,Finance & Payment,Ahmedabad,0
USR02900,M00409,WoodArt Furniture,Home & Furniture,Guwahati,0
USR02901,M00153,ChaiWala Express,Food & Beverages,Vijayawada,1
USR02902,M00180,EliteSaloon & Spa,Services,Surat,1
USR02903,M00382,TasteWaves,Food & Beverages,Faridabad,0
USR02904,M00270,EasyDay Mart,Grocery & Supermarket,Mysore,1
USR02905,M00384,Sparkle Cleaning,Services,Jodhpur,0
USR02906,M00285,TasteWaves,Food & Beverages,Hubli-Dharwad,0
USR02907,M00251,BuyBoss,E-Commerce,Raipur,1
USR02908,M00492,MegaOnline,E-Commerce,Ghaziabad,0
USR02909,M00081,FreshMart,Grocery & Supermarket,Surat,1
USR02910,M00207,LivingSpaces,Home & Furniture,Lucknow,0
USR02911,M00291,ElectroHub,Electronics,Allahabad,1
USR02912,M00163,Speedy Travels,Travel & Transport,Pune,1
USR02913,M00203,FoodPlus,Grocery & Supermarket,Navi Mumbai,1
USR02914,M00364,RoyalBazaar,Fashion & Apparel,Srinagar,0
USR02915,M00481,FashionBay,Fashion & Apparel,Nagpur,0
USR02916,M00139,HomeCraft Furnish,Home & Furniture,Surat,0
USR02917,M00268,SafePay Solutions,Finance & Payment,Agra,1
USR02918,M00035,Dream Prints,Services,Tiruchirappalli,1
USR02919,M00456,MegaMart,Fashion & Apparel,Delhi,1
USR02920,M00338,EventPlus Management,Services,Dhanbad,1
USR02921,M00190,SpiceNation,Food & Beverages,Mira-Bhayandar,0
USR02922,M00485,SmartGrocer,Grocery & Supermarket,Navi Mumbai,1
USR02923,M00343,UrbanWear,Fashion & Apparel,Bhubaneswar,0
USR02924,M00235,CityCab Travels,Travel & Transport,Kanpur,1
USR02925,M00212,SafePay Solutions,Finance & Payment,Ahmedabad,0
USR02926,M00304,HealthFirst Pharmacy,Health & Medical,Raipur,1
USR02927,M00453,GoodLife Healthcare,Health & Medical,Indore,0
USR02928,M00017,LoanBridge Pvt Ltd,Finance & Payment,Kalyan-Dombivli,0
USR02929,M00017,UrbanCafe,Food & Beverages,Amritsar,0
USR02930,M00124,QuickPay Systems,Finance & Payment,Nashik,0
USR02931,M00158,EventPlus Management,Services,Nagpur,1
USR02932,M00316,HealthFirst Pharmacy,Health & Medical,Salem,1
USR02933,M00437,IndiaDeals,E-Commerce,Ghaziabad,1
USR02934,M00275,TrendDealz,E-Commerce,Srinagar,0
USR02935,M00026,CartCity,E-Commerce,Thane,0
USR02936,M00395,Medico Care,Health & Medical,Bangalore,1
USR02937,M00470,Apollo Pharmacy,Health & Medical,Vasai-Virar,0
USR02938,M00222,KartPlanet,E-Commerce,Hubli-Dharwad,1
USR02939,M00138,MegaMart,Fashion & Apparel,Nashik,0
USR02940,M00167,HomeBasket,Grocery & Supermarket,Mysore,0
USR02941,M00182,ClothCraft,Fashion & Apparel,Pune,1
USR02942,M00248,Gadget Point,Electronics,Kanpur,1
USR02943,M00077,SweetCorner,Food & Beverages,Allahabad,1
USR02944,M00497,SkillHub Learning,Services,Meerut,1
USR02945,M00340,GoRide Mobility,Travel & Transport,Salem,0
USR02946,M00007,Gadget Point,Electronics,Moradabad,1
USR02947,M00065,MediCart Store,Health & Medical,Ludhiana,0
USR02948,M00060,BharatMoney Transfer,Finance & Payment,Allahabad,0
USR02949,M00206,MegaOnline,E-Commerce,Faridabad,0
USR02950,M00286,StreetStyle,Fashion & Apparel,Varanasi,0
USR02951,M00079,SecureFinance Co,Finance & Payment,Lucknow,0
USR02952,M00279,MediCart Store,Health & Medical,Salem,1
USR02953,M00452,FreshChoice,Grocery & Supermarket,Chandigarh,0
USR02954,M00456,QuickPay Systems,Finance & Payment,Mira-Bhayandar,0
USR02955,M00158,FlyHigh Airlines,Travel & Transport,Meerut,1
USR02956,M00366,UrbanWear,Fashion & Apparel,Vijayawada,1
USR02957,M00183,RoadMate Cars,Travel & Transport,Pune,0
USR02958,M00387,HomeCraft Furnish,Home & Furniture,Bhubaneswar,0
USR02959,M00241,GlobalMall,E-Commerce,Faridabad,0
USR02960,M00037,LoanBridge Pvt Ltd,Finance & Payment,Amritsar,0
USR02961,M00418,TechWorld,Electronics,Gurgaon,1
USR02962,M00460,FreshChoice,Grocery & Supermarket,Patna,0
USR02963,M00012,EasyDay Mart,Grocery & Supermarket,Pimpri-Chinchwad,1
USR02964,M00299,ElectroHub,Electronics,Salem,1
USR02965,M00252,SweetCorner,Food & Beverages,Jaipur,0
USR02966,M00420,BusFleet Online,Travel & Transport,Pune,0
USR02967,M00004,Creative Media,Services,Kolkata,0
USR02968,M00231,Royal Interiors,Home & Furniture,Nagpur,0
USR02969,M00391,HomeZone,Home & Furniture,Surat,1
USR02970,M00274,Mobile Planet,Electronics,Aurangabad,1
USR02971,M00195,RapidPay Services,Finance & Payment,Kolkata,0
USR02972,M00030,Biryani House,Food & Beverages,Surat,0
USR02973,M00186,ClothCraft,Fashion & Apparel,Jabalpur,1
USR02974,M00199,RoadMate Cars,Travel & Transport,Dhanbad,1
USR02975,M00121,ShopFlix,E-Commerce,Moradabad,1
USR02976,M00241,CyberStore,Electronics,Allahabad,0
USR02977,M00094,Lifewell Medicals,Health & Medical,Bhubaneswar,1
USR02978,M00322,FreshChoice,Grocery & Supermarket,Hyderabad,0
USR02979,M00072,Medico Care,Health & Medical,Bangalore,1
USR02980,M00061,Device Galaxy,Electronics,Visakhapatnam,0
USR02981,M00272,MegaMart,Fashion & Apparel,Rajkot,1
USR02982,M00407,ExpressAuto Hire,Travel & Transport,Pimpri-Chinchwad,0
USR02983,M00229,MediCart Store,Health & Medical,Chandigarh,1
USR02984,M00275,HomeBasket,Grocery & Supermarket,Jabalpur,1
USR02985,M00407,ProFix Repairs,Services,Aurangabad,1
USR02986,M00140,QuickPay Systems,Finance & Payment,Raipur,0
USR02987,M00319,TasteWaves,Food & Beverages,Rajkot,1
USR02988,M00356,HomeCraft Furnish,Home & Furniture,Bangalore,1
USR02989,M00350,DigitalMart,Electronics,Raipur,1
USR02990,M00459,FinTrust Corp,Finance & Payment,Jodhpur,1
USR02991,M00330,Pizza Planet,Food & Beverages,Bareilly,0
USR02992,M00417,EliteSaloon & Spa,Services,Jabalpur,1
USR02993,M00181,FoodKing,Food & Beverages,Bareilly,1
USR02994,M00143,BusFleet Online,Travel & Transport,Srinagar,0
USR02995,M00434,FastWheels Rental,Travel & Transport,Solapur,1
USR02996,M00258,SweetCorner,Food & Beverages,Chandigarh,0
USR02997,M00311,ShopFlix,E-Commerce,Solapur,1
USR02998,M00255,FreshStyle,Fashion & Apparel,Chandigarh,0
USR02999,M00484,BuyBoss,E-Commerce,Jabalpur,1
USR03000,M00404,Apollo Pharmacy,Health & Medical,Ahmedabad,1
USR03001,M00469,ClothCraft,Fashion & Apparel,Tiruchirappalli,1
USR03002,M00193,Creative Media,Services,Raipur,0
USR03003,M00390,Dream Prints,Services,Coimbatore,0
USR03004,M00089,BharatMoney Transfer,Finance & Payment,Vijayawada,1
USR03005,M00165,QuickPay Systems,Finance & Payment,Guwahati,1
USR03006,M00147,FlyHigh Airlines,Travel & Transport,Madurai,1
USR03007,M00023,CyberStore,Electronics,Gurgaon,1
USR03008,M00250,QuickPay Systems,Finance & Payment,Surat,0
USR03009,M00081,CityCab Travels,Travel & Transport,Chandigarh,0
USR03010,M00475,CityCab Travels,Travel & Transport,Aligarh,0
USR03011,M00235,PrimeDecor,Home & Furniture,Jalandhar,1
USR03012,M00367,Laptronics,Electronics,Solapur,0
USR03013,M00379,FashionBay,Fashion & Apparel,Madurai,1
USR03014,M00245,HealthFirst Pharmacy,Health & Medical,Kanpur,1
USR03015,M00351,LivingSpaces,Home & Furniture,Vadodara,0
USR03016,M00347,TechStreet,Electronics,Jaipur,0
USR03017,M00466,MediCart Store,Health & Medical,Chennai,0
USR03018,M00295,Dream Prints,Services,Nagpur,0
USR03019,M00092,TrendyCart,Fashion & Apparel,Bhubaneswar,1
USR03020,M00094,SmartTech,Electronics,Jalandhar,0
USR03021,M00420,SpiceNation,Food & Beverages,Mumbai,0
USR03022,M00383,Speedy Travels,Travel & Transport,Chandigarh,1
USR03023,M00110,BharatMoney Transfer,Finance & Payment,Raipur,1
USR03024,M00059,MegaOnline,E-Commerce,Tiruchirappalli,1
USR03025,M00059,Medico Care,Health & Medical,Surat,0
USR03026,M00380,FastWheels Rental,Travel & Transport,Vijayawada,1
USR03027,M00198,Kebab Junction,Food & Beverages,Agra,1
USR03028,M00230,LoanBridge Pvt Ltd,Finance & Payment,Amritsar,0
USR03029,M00407,Kebab Junction,Food & Beverages,Solapur,0
USR03030,M00408,SweetCorner,Food & Beverages,Bangalore,1
USR03031,M00101,SecureFinance Co,Finance & Payment,Gwalior,1
USR03032,M00123,UrbanCafe,Food & Beverages,Ranchi,0
USR03033,M00399,ExpressAuto Hire,Travel & Transport,Allahabad,0
USR03034,M00358,BigCart Grocery,Grocery & Supermarket,Varanasi,1
USR03035,M00467,Mobile Planet,Electronics,Allahabad,0
USR03036,M00254,PharmaTrust,Health & Medical,Tiruchirappalli,1
USR03037,M00427,EliteSaloon & Spa,Services,Jalandhar,1
USR03038,M00277,UrbanWear,Fashion & Apparel,Dhanbad,0
USR03039,M00107,CartCity,E-Commerce,Madurai,0
USR03040,M00084,KartPlanet,E-Commerce,Mira-Bhayandar,1
USR03041,M00164,EventPlus Management,Services,Kanpur,0
USR03042,M00208,Biryani House,Food & Beverages,Chandigarh,1
USR03043,M00417,EliteSaloon & Spa,Services,Gurgaon,1
USR03044,M00420,SafePay Solutions,Finance & Payment,Moradabad,0
USR03045,M00365,Creative Media,Services,Madurai,0
USR03046,M00238,DecorPoint,Home & Furniture,Mumbai,0
USR03047,M00333,MediCart Store,Health & Medical,Navi Mumbai,1
USR03048,M00356,LoanBridge Pvt Ltd,Finance & Payment,Jodhpur,0
USR03049,M00386,PremiumFurnish,Home & Furniture,Kalyan-Dombivli,1
USR03050,M00041,SecureFinance Co,Finance & Payment,Madurai,1
USR03051,M00322,SkillHub Learning,Services,Faridabad,0
USR03052,M00397,ClothCraft,Fashion & Apparel,Madurai,0
USR03053,M00425,TrendyCart,Fashion & Apparel,Allahabad,1
USR03054,M00258,DigitalMart,Electronics,Guwahati,0
USR03055,M00369,QuickPay Systems,Finance & Payment,Chennai,1
USR03056,M00404,Pizza Planet,Food & Beverages,Aligarh,1
USR03057,M00455,HomeCraft Furnish,Home & Furniture,Raipur,0
USR03058,M00496,FreshStyle,Fashion & Apparel,Patna,0
USR03059,M00155,RoadMate Cars,Travel & Transport,Amritsar,0
USR03060,M00398,MegaOnline,E-Commerce,Tiruchirappalli,1
USR03061,M00032,TrendZone,Fashion & Apparel,Kalyan-Dombivli,0
USR03062,M00078,BigCart Grocery,Grocery & Supermarket,Coimbatore,0
USR03063,M00293,SafePay Solutions,Finance & Payment,Pune,1
USR03064,M00196,ChaiWala Express,Food & Beverages,Indore,0
USR03065,M00175,Laptronics,Electronics,Jalandhar,1
USR03066,M00003,MicroCredit India,Finance & Payment,Vijayawada,0
USR03067,M00367,BigCart Grocery,Grocery & Supermarket,Rajkot,0
USR03068,M00486,OfferBazaar,E-Commerce,Kanpur,1
USR03069,M00163,GlobalMall,E-Commerce,Hubli-Dharwad,0
USR03070,M00296,ProFix Repairs,Services,Jalandhar,1
USR03071,M00355,Biryani House,Food & Beverages,Gurgaon,1
USR03072,M00109,FlyHigh Airlines,Travel & Transport,Jalandhar,0
USR03073,M00425,FoodKing,Food & Beverages,Vasai-Virar,1
USR03074,M00304,CityCab Travels,Travel & Transport,Patna,1
USR03075,M00348,Royal Interiors,Home & Furniture,Faridabad,1
USR03076,M00282,BigCart Grocery,Grocery & Supermarket,Navi Mumbai,1
USR03077,M00249,FoodPlus,Grocery & Supermarket,Kalyan-Dombivli,1
USR03078,M00429,Speedy Travels,Travel & Transport,Vasai-Virar,1
USR03079,M00255,FinTrust Corp,Finance & Payment,Solapur,1
USR03080,M00088,GreenFarm Store,Grocery & Supermarket,Kolkata,1
USR03081,M00378,Comfort Living,Home & Furniture,Allahabad,0
USR03082,M00202,ExpressAuto Hire,Travel & Transport,Jaipur,0
USR03083,M00322,LoanBridge Pvt Ltd,Finance & Payment,Dhanbad,0
USR03084,M00474,Apollo Pharmacy,Health & Medical,Jaipur,1
USR03085,M00202,Medico Care,Health & Medical,Srinagar,0
USR03086,M00248,CleanWash Laundry,Services,Patna,0
USR03087,M00352,MegaOnline,E-Commerce,Mira-Bhayandar,0
USR03088,M00100,IndiaDeals,E-Commerce,Faridabad,0
USR03089,M00144,TechWorld,Electronics,Bangalore,1
USR03090,M00169,BigCart Grocery,Grocery & Supermarket,Bareilly,0
USR03091,M00260,HomeZone,Home & Furniture,Ranchi,0
USR03092,M00076,ExpressAuto Hire,Travel & Transport,Moradabad,0
USR03093,M00034,Dream Prints,Services,Thane,1
USR03094,M00442,SmartTech,Electronics,Chennai,1
USR03095,M00373,FreshMart,Grocery & Supermarket,Rajkot,0
USR03096,M00278,MediCart Store,Health & Medical,Vasai-Virar,0
USR03097,M00493,WellnessStreet,Health & Medical,Patna,1
USR03098,M00387,StreetStyle,Fashion & Apparel,Nagpur,0
USR03099,M00185,TrendZone,Fashion & Apparel,Kolkata,1
USR03100,M00366,BharatMoney Transfer,Finance & Payment,Rajkot,1
USR03101,M00448,StyleHub,Fashion & Apparel,Coimbatore,0
USR03102,M00064,FlexiFunds,Finance & Payment,Dhanbad,0
USR03103,M00460,FreshStyle,Fashion & Apparel,Salem,0
USR03104,M00061,GlobalMall,E-Commerce,Varanasi,1
USR03105,M00001,Apollo Pharmacy,Health & Medical,Salem,0
USR03106,M00369,Lifewell Medicals,Health & Medical,Jalandhar,0
USR03107,M00335,SecureFinance Co,Finance & Payment,Vijayawada,1
USR03108,M00330,SpiceNation,Food & Beverages,Nashik,1
USR03109,M00077,FreshMart,Grocery & Supermarket,Chennai,0
USR03110,M00382,HomeZone,Home & Furniture,Pimpri-Chinchwad,1
USR03111,M00325,FlyHigh Airlines,Travel & Transport,Faridabad,1
USR03112,M00432,TasteWaves,Food & Beverages,Indore,1
USR03113,M00055,PremiumFurnish,Home & Furniture,Vijayawada,1
USR03114,M00167,TasteWaves,Food & Beverages,Aligarh,0
USR03115,M00463,HomeZone,Home & Furniture,Aurangabad,1
USR03116,M00025,MasterArt Studio,Services,Jodhpur,0
USR03117,M00387,Comfort Living,Home & Furniture,Gurgaon,0
USR03118,M00273,MegaOnline,E-Commerce,Ranchi,1
USR03119,M00447,UrbanSheets,Home & Furniture,Amritsar,1
USR03120,M00442,FastWheels Rental,Travel & Transport,Raipur,1
USR03121,M00235,UrbanSheets,Home & Furniture,Thane,1
USR03122,M00270,HomeZone,Home & Furniture,Bhubaneswar,1
USR03123,M00348,PharmaTrust,Health & Medical,Madurai,1
USR03124,M00224,Gadget Point,Electronics,Coimbatore,0
USR03125,M00464,ChaiWala Express,Food & Beverages,Jalandhar,1
USR03126,M00192,Device Galaxy,Electronics,Nashik,0
USR03127,M00349,DailyNeeds Superstore,Grocery & Supermarket,Kanpur,1
USR03128,M00318,Comfort Living,Home & Furniture,Tiruchirappalli,1
USR03129,M00189,SweetCorner,Food & Beverages,Agra,1
USR03130,M00144,India Tour Trip,Travel & Transport,Gurgaon,0
USR03131,M00137,Mobile Planet,Electronics,Tiruchirappalli,0
USR03132,M00490,SweetCorner,Food & Beverages,Bhopal,0
USR03133,M00364,ExpressAuto Hire,Travel & Transport,Pimpri-Chinchwad,0
USR03134,M00185,CleanWash Laundry,Services,Ahmedabad,1
USR03135,M00083,EasyDay Mart,Grocery & Supermarket,Chandigarh,1
USR03136,M00156,BuyBoss,E-Commerce,Kolkata,1
USR03137,M00186,CleanWash Laundry,Services,Ghaziabad,1
USR03138,M00375,ShopFlix,E-Commerce,Hubli-Dharwad,0
USR03139,M00320,DailyNeeds Superstore,Grocery & Supermarket,Ranchi,0
USR03140,M00489,Gadget Point,Electronics,Vasai-Virar,0
USR03141,M00406,ProFix Repairs,Services,Bangalore,1
USR03142,M00482,DecorPoint,Home & Furniture,Kanpur,1
USR03143,M00387,FashionBay,Fashion & Apparel,Aurangabad,1
USR03144,M00027,Biryani House,Food & Beverages,Visakhapatnam,0
USR03145,M00285,KartPlanet,E-Commerce,Surat,1
USR03146,M00127,RoyalBazaar,Fashion & Apparel,Aligarh,1
USR03147,M00022,FashionBay,Fashion & Apparel,Ranchi,0
USR03148,M00029,ChaiWala Express,Food & Beverages,Pune,0
USR03149,M00344,TechWorld,Electronics,Mumbai,0
USR03150,M00108,FreshChoice,Grocery & Supermarket,Hyderabad,0
USR03151,M00222,QuickBasket,Grocery & Supermarket,Gwalior,0
USR03152,M00447,HealthPlus Clinic,Health & Medical,Patna,0
USR03153,M00279,DecorPoint,Home & Furniture,Vijayawada,0
USR03154,M00289,SmartTech,Electronics,Vasai-Virar,1
USR03155,M00113,TechStreet,Electronics,Kolkata,0
USR03156,M00277,UrbanCafe,Food & Beverages,Aligarh,0
USR03157,M00309,FreshChoice,Grocery & Supermarket,Jalandhar,1
USR03158,M00444,HomeBasket,Grocery & Supermarket,Aurangabad,0
USR03159,M00311,Gadget Point,Electronics,Mumbai,0
